Bill Date & Time,DateTIme,Name,Phone Number,Waxing,Facial,De-tan,Pedicure,Manicure,Bleaching,Wash,Massage,Threading,Hair Cut,Miscellaneous,Bill Amount,Service done by,Payment Mode,Helper for S,Bill Date,week,Name of the day
08/10/2024 12:00:00,08/10/2024 12:00,Swathi,9112051733,Waxing,,De-tan,,Manicure,Bleaching,Wash,Massage,,Hair Cut,,1593,Pinky,Card,Poornima,2024-10-08,41,Tuesday
17/10/2024 11:11:00,17/10/2024 11:11,Shruthi,9454783298,Waxing,,,Pedicure,,,Wash,,,Hair Cut,,957,Anjali,Cash,Pinky,2024-10-17,42,Thursday
26/09/2024 09:43:00,26/09/2024 09:43,Sangeetha,9141330767,Waxing,Facial,De-tan,,,,Wash,Massage,Threading,,Miscellaneous,1669,Poornima,Card,,2024-09-26,39,Thursday
28/10/2024 14:17:00,28/10/2024 14:17,Deepa,9741904169,Waxing,Facial,De-tan,,Manicure,,Wash,Massage,,Hair Cut,Miscellaneous,2235,Anjali,GPay,Anjali,2024-10-28,44,Monday
03/10/2024 16:31:00,03/10/2024 16:31,Aishwarya,9556277517,Waxing,,,Pedicure,,Bleaching,,Massage,Threading,,,1284,Anjali,Cash,Suganya Sri,2024-10-03,40,Thursday
23/10/2024 13:15:00,23/10/2024 13:15,Sandhya,9846495045,Waxing,Facial,,Pedicure,Manicure,,,Massage,,,Miscellaneous,927,Malar,PhonePe,Anjali,2024-10-23,43,Wednesday
12/09/2024 15:46:00,12/09/2024 15:46,Priya,9524278983,,,,Pedicure,Manicure,Bleaching,Wash,Massage,Threading,Hair Cut,Miscellaneous,997,Anjali,PhonePe,,2024-09-12,37,Thursday
06/10/2024 13:09:00,06/10/2024 13:09,Keerthana,9262096206,Waxing,,De-tan,Pedicure,,Bleaching,,,Threading,Hair Cut,Miscellaneous,1672,Poornima,PhonePe,,2024-10-06,40,Sunday
28/10/2024 15:49:00,28/10/2024 15:49,Soumya,9453819351,Waxing,Facial,,Pedicure,Manicure,Bleaching,Wash,,Threading,,Miscellaneous,1860,Malar,PhonePe,,2024-10-28,44,Monday
15/09/2024 11:31:00,15/09/2024 11:31,Nisha,9427010738,,,De-tan,,,,Wash,Massage,Threading,Hair Cut,,2473,Malar,PhonePe,,2024-09-15,37,Sunday
09/10/2024 17:29:00,09/10/2024 17:29,Keerthana,9951592285,,Facial,De-tan,Pedicure,,,Wash,Massage,Threading,,,3147,Malar,Cash,Malar,2024-10-09,41,Wednesday
31/10/2024 09:10:00,31/10/2024 09:10,Meena,9253327019,Waxing,Facial,De-tan,,Manicure,Bleaching,Wash,Massage,,,Miscellaneous,333,Suganya Sri,Card,Malar,2024-10-31,44,Thursday
12/11/2024 19:16:00,12/11/2024 19:16,Shruthi,9964144894,Waxing,Facial,De-tan,Pedicure,Manicure,Bleaching,,Massage,Threading,Hair Cut,Miscellaneous,904,Malar,Card,,2024-11-12,46,Tuesday
22/10/2024 10:45:00,22/10/2024 10:45,Ranjani,9474547968,,,De-tan,Pedicure,,,Wash,,,,Miscellaneous,3293,Pinky,GPay,Pinky,2024-10-22,43,Tuesday
25/08/2024 09:59:00,25/08/2024 09:59,Shruthi,9466705845,Waxing,Facial,De-tan,Pedicure,,,,Massage,,,,1828,Suganya Sri,GPay,,2024-08-25,34,Sunday
08/09/2024 19:33:00,08/09/2024 19:33,Harini,9224560796,,Facial,De-tan,,,,Wash,,Threading,Hair Cut,Miscellaneous,2398,Suganya Sri,Cash,Pinky,2024-09-08,36,Sunday
04/10/2024 17:22:00,04/10/2024 17:22,Aishwarya,9526946286,,Facial,De-tan,,Manicure,,,,,Hair Cut,Miscellaneous,778,Suganya Sri,PhonePe,,2024-10-04,40,Friday
03/11/2024 16:08:00,03/11/2024 16:08,Meena,9159025754,,,De-tan,Pedicure,Manicure,,Wash,Massage,Threading,Hair Cut,Miscellaneous,1008,Pinky,GPay,,2024-11-03,44,Sunday
28/09/2024 19:24:00,28/09/2024 19:24,Sandhya,9564346091,,,De-tan,Pedicure,Manicure,Bleaching,,,,,Miscellaneous,2288,Malar,PhonePe,,2024-09-28,39,Saturday
17/11/2024 17:53:00,17/11/2024 17:53,Nisha,9168754244,Waxing,,De-tan,Pedicure,Manicure,,,,,,Miscellaneous,678,Pinky,GPay,,2024-11-17,46,Sunday
25/09/2024 17:54:00,25/09/2024 17:54,Shruthi,9741923710,Waxing,Facial,De-tan,,,,,Massage,,Hair Cut,Miscellaneous,2418,Poornima,GPay,,2024-09-25,39,Wednesday
26/08/2024 14:36:00,26/08/2024 14:36,Swathi,9602270321,Waxing,Facial,,,Manicure,Bleaching,Wash,,,,,844,Suganya Sri,PhonePe,,2024-08-26,35,Monday
18/11/2024 16:22:00,18/11/2024 16:22,Divya,9122378395,,Facial,De-tan,Pedicure,Manicure,,,,,Hair Cut,,1152,Anjali,Cash,,2024-11-18,47,Monday
26/10/2024 19:03:00,26/10/2024 19:03,Aishwarya,9501373789,Waxing,,De-tan,Pedicure,,Bleaching,,,Threading,Hair Cut,,598,Malar,PhonePe,,2024-10-26,43,Saturday
09/10/2024 17:28:00,09/10/2024 17:28,Deepa,9778336273,Waxing,,De-tan,,,Bleaching,Wash,Massage,,,Miscellaneous,2519,Pinky,Cash,,2024-10-09,41,Wednesday
31/10/2024 14:29:00,31/10/2024 14:29,Meena,9959828417,Waxing,,De-tan,,,Bleaching,,Massage,Threading,,Miscellaneous,283,Malar,Card,,2024-10-31,44,Thursday
18/10/2024 19:59:00,18/10/2024 19:59,Kavya,9461256076,,,,Pedicure,,Bleaching,Wash,Massage,,Hair Cut,Miscellaneous,3248,Poornima,GPay,,2024-10-18,42,Friday
06/11/2024 20:04:00,06/11/2024 20:04,Keerthana,9974199071,,Facial,,Pedicure,Manicure,,Wash,Massage,,Hair Cut,,2156,Malar,Cash,Malar,2024-11-06,45,Wednesday
28/08/2024 17:17:00,28/08/2024 17:17,Nisha,9299269900,Waxing,Facial,,,Manicure,,,Massage,Threading,Hair Cut,,2172,Malar,GPay,,2024-08-28,35,Wednesday
12/09/2024 16:05:00,12/09/2024 16:05,Harini,9410376657,Waxing,Facial,,,Manicure,,Wash,,,,Miscellaneous,2684,Malar,Cash,Anjali,2024-09-12,37,Thursday
05/09/2024 14:15:00,05/09/2024 14:15,Ranjani,9132387547,,Facial,De-tan,,,Bleaching,,Massage,,,Miscellaneous,1680,Malar,GPay,Poornima,2024-09-05,36,Thursday
25/10/2024 19:02:00,25/10/2024 19:02,Shruthi,9198295461,,Facial,De-tan,Pedicure,Manicure,Bleaching,,Massage,,,,1251,Malar,Cash,Pinky,2024-10-25,43,Friday
25/08/2024 12:07:00,25/08/2024 12:07,Meena,9236052992,Waxing,Facial,De-tan,,,Bleaching,Wash,,,Hair Cut,Miscellaneous,2720,Malar,Cash,Anjali,2024-08-25,34,Sunday
27/10/2024 15:25:00,27/10/2024 15:25,Sandhya,9945054686,,,,Pedicure,,Bleaching,,,Threading,Hair Cut,,2991,Suganya Sri,GPay,,2024-10-27,43,Sunday
16/11/2024 10:59:00,16/11/2024 10:59,Sangeetha,9937621323,Waxing,,De-tan,Pedicure,,,Wash,Massage,,Hair Cut,Miscellaneous,443,Poornima,Cash,Suganya Sri,2024-11-16,46,Saturday
25/10/2024 14:53:00,25/10/2024 14:53,Keerthana,9119894583,Waxing,,,,,,,,,Hair Cut,,3423,Pinky,Cash,,2024-10-25,43,Friday
03/11/2024 16:08:00,03/11/2024 16:08,Deepa,9971211759,,,,Pedicure,,,Wash,Massage,,Hair Cut,,3149,Anjali,GPay,Malar,2024-11-03,44,Sunday
15/09/2024 16:13:00,15/09/2024 16:13,Soumya,9468502367,Waxing,,,,,,Wash,,Threading,Hair Cut,,965,Malar,PhonePe,,2024-09-15,37,Sunday
07/10/2024 17:04:00,07/10/2024 17:04,Deepa,9849417922,,,,Pedicure,Manicure,,,Massage,,,,735,Malar,PhonePe,,2024-10-07,41,Monday
16/09/2024 11:44:00,16/09/2024 11:44,Meena,9839112297,Waxing,Facial,,,,Bleaching,,Massage,Threading,Hair Cut,Miscellaneous,1749,Malar,GPay,Pinky,2024-09-16,38,Monday
14/10/2024 20:14:00,14/10/2024 20:14,Divya,9543473286,Waxing,,De-tan,,,,,Massage,Threading,Hair Cut,Miscellaneous,794,Malar,GPay,,2024-10-14,42,Monday
29/08/2024 18:41:00,29/08/2024 18:41,Harini,9797011788,,,,Pedicure,Manicure,Bleaching,Wash,,Threading,,Miscellaneous,3168,Malar,PhonePe,Malar,2024-08-29,35,Thursday
09/09/2024 13:51:00,09/09/2024 13:51,Shruthi,9143499295,,,De-tan,,Manicure,Bleaching,,Massage,Threading,Hair Cut,,2408,Poornima,PhonePe,,2024-09-09,37,Monday
21/09/2024 13:02:00,21/09/2024 13:02,Latha,9689699337,Waxing,Facial,De-tan,,Manicure,,,Massage,Threading,Hair Cut,,2391,Anjali,Card,,2024-09-21,38,Saturday
04/10/2024 13:07:00,04/10/2024 13:07,Anjali,9918906844,Waxing,Facial,De-tan,Pedicure,Manicure,Bleaching,Wash,,,,Miscellaneous,2461,Poornima,GPay,,2024-10-04,40,Friday
09/11/2024 09:16:00,09/11/2024 09:16,Kavya,9445854670,,,De-tan,Pedicure,,,,Massage,,Hair Cut,,2752,Malar,Card,,2024-11-09,45,Saturday
14/11/2024 15:18:00,14/11/2024 15:18,Keerthana,9993914659,Waxing,,De-tan,,,,,Massage,Threading,,,760,Poornima,GPay,Anjali,2024-11-14,46,Thursday
17/09/2024 19:48:00,17/09/2024 19:48,Ranjani,9443077837,Waxing,,,,Manicure,,,,,,,1329,Suganya Sri,Card,,2024-09-17,38,Tuesday
11/11/2024 19:08:00,11/11/2024 19:08,Divya,9836207479,,Facial,,,Manicure,,,,Threading,Hair Cut,,2093,Pinky,PhonePe,,2024-11-11,46,Monday
02/11/2024 16:26:00,02/11/2024 16:26,Keerthana,9114214406,,,,,Manicure,Bleaching,,,,,,3282,Suganya Sri,Cash,Suganya Sri,2024-11-02,44,Saturday
04/11/2024 18:41:00,04/11/2024 18:41,Sangeetha,9861494923,,,De-tan,,,,Wash,,,Hair Cut,,2157,Suganya Sri,Card,,2024-11-04,45,Monday
30/08/2024 19:00:00,30/08/2024 19:00,Harini,9323854999,Waxing,Facial,De-tan,Pedicure,,Bleaching,Wash,,Threading,,,923,Suganya Sri,Cash,Anjali,2024-08-30,35,Friday
28/08/2024 15:38:00,28/08/2024 15:38,Aishwarya,9789675533,Waxing,,,Pedicure,,,,,Threading,,,1276,Pinky,GPay,Poornima,2024-08-28,35,Wednesday
28/10/2024 11:07:00,28/10/2024 11:07,Deepa,9804551615,,,De-tan,,,Bleaching,,,Threading,,Miscellaneous,3398,Pinky,PhonePe,,2024-10-28,44,Monday
19/10/2024 19:19:00,19/10/2024 19:19,Keerthana,9267897761,Waxing,,De-tan,Pedicure,,Bleaching,,Massage,,,Miscellaneous,3296,Malar,Cash,Malar,2024-10-19,42,Saturday
16/10/2024 18:41:00,16/10/2024 18:41,Latha,9873238963,,,,Pedicure,,Bleaching,,Massage,,Hair Cut,,3043,Malar,GPay,,2024-10-16,42,Wednesday
30/08/2024 14:30:00,30/08/2024 14:30,Divya,9183017245,,Facial,De-tan,,Manicure,Bleaching,Wash,Massage,,,,1691,Malar,GPay,,2024-08-30,35,Friday
17/09/2024 18:39:00,17/09/2024 18:39,Swathi,9581313613,Waxing,,De-tan,Pedicure,,Bleaching,Wash,Massage,Threading,Hair Cut,Miscellaneous,3500,Poornima,GPay,Poornima,2024-09-17,38,Tuesday
21/09/2024 12:03:00,21/09/2024 12:03,Soumya,9225749301,Waxing,Facial,,Pedicure,Manicure,Bleaching,Wash,Massage,Threading,,,1812,Malar,PhonePe,,2024-09-21,38,Saturday
14/10/2024 09:13:00,14/10/2024 09:13,Swathi,9694493215,Waxing,,De-tan,,,,Wash,,,,,3039,Malar,GPay,Malar,2024-10-14,42,Monday
25/09/2024 14:20:00,25/09/2024 14:20,Shruthi,9791710585,,Facial,,Pedicure,Manicure,Bleaching,,,,,Miscellaneous,2694,Suganya Sri,Card,Malar,2024-09-25,39,Wednesday
08/09/2024 09:08:00,08/09/2024 09:08,Deepa,9330249827,,,,,Manicure,,Wash,Massage,Threading,,Miscellaneous,1963,Poornima,Card,Pinky,2024-09-08,36,Sunday
02/09/2024 14:22:00,02/09/2024 14:22,Anjali,9828895079,,,,Pedicure,,,,Massage,Threading,Hair Cut,Miscellaneous,158,Poornima,Card,,2024-09-02,36,Monday
03/10/2024 17:22:00,03/10/2024 17:22,Ranjani,9195106233,Waxing,,,Pedicure,Manicure,Bleaching,,,Threading,Hair Cut,Miscellaneous,1709,Anjali,Card,Poornima,2024-10-03,40,Thursday
31/10/2024 12:55:00,31/10/2024 12:55,Keerthana,9580442580,Waxing,,De-tan,,,,Wash,,,Hair Cut,,1516,Malar,GPay,Pinky,2024-10-31,44,Thursday
02/09/2024 13:45:00,02/09/2024 13:45,Sandhya,9773745327,,Facial,,Pedicure,Manicure,Bleaching,,,Threading,,Miscellaneous,1613,Poornima,PhonePe,Poornima,2024-09-02,36,Monday
25/10/2024 16:51:00,25/10/2024 16:51,Harini,9553351090,,Facial,,Pedicure,,,Wash,,,,,3059,Suganya Sri,GPay,,2024-10-25,43,Friday
27/08/2024 19:37:00,27/08/2024 19:37,Kavya,9797566041,,,De-tan,,Manicure,Bleaching,Wash,,,,,933,Pinky,Card,Malar,2024-08-27,35,Tuesday
26/10/2024 11:29:00,26/10/2024 11:29,Keerthana,9875317291,Waxing,Facial,De-tan,Pedicure,,Bleaching,Wash,Massage,Threading,,Miscellaneous,568,Anjali,PhonePe,,2024-10-26,43,Saturday
14/10/2024 16:40:00,14/10/2024 16:40,Sandhya,9960431672,Waxing,,,,,,Wash,Massage,,Hair Cut,Miscellaneous,923,Suganya Sri,GPay,,2024-10-14,42,Monday
23/09/2024 15:03:00,23/09/2024 15:03,Deepa,9901183730,Waxing,,,Pedicure,Manicure,Bleaching,Wash,Massage,Threading,,Miscellaneous,1743,Poornima,Cash,Anjali,2024-09-23,39,Monday
06/10/2024 19:58:00,06/10/2024 19:58,Ranjani,9584191207,Waxing,Facial,,,,,Wash,Massage,,Hair Cut,,2984,Pinky,Cash,,2024-10-06,40,Sunday
29/09/2024 16:53:00,29/09/2024 16:53,Nisha,9809569762,,,,Pedicure,,Bleaching,,,Threading,,,1423,Malar,GPay,Suganya Sri,2024-09-29,39,Sunday
31/10/2024 12:16:00,31/10/2024 12:16,Meena,9972706573,,Facial,,Pedicure,,Bleaching,Wash,,Threading,,Miscellaneous,3289,Poornima,Cash,,2024-10-31,44,Thursday
11/09/2024 12:29:00,11/09/2024 12:29,Meena,9345975647,,Facial,,Pedicure,,,Wash,,Threading,Hair Cut,Miscellaneous,389,Pinky,GPay,,2024-09-11,37,Wednesday
30/08/2024 09:15:00,30/08/2024 09:15,Aishwarya,9218469013,Waxing,,De-tan,Pedicure,,Bleaching,Wash,,Threading,Hair Cut,,1556,Pinky,Card,Poornima,2024-08-30,35,Friday
14/10/2024 18:53:00,14/10/2024 18:53,Anjali,9443126627,,Facial,,,Manicure,,Wash,,,Hair Cut,,405,Suganya Sri,GPay,Pinky,2024-10-14,42,Monday
22/09/2024 11:55:00,22/09/2024 11:55,Shruthi,9138632125,Waxing,,De-tan,,Manicure,Bleaching,,,Threading,Hair Cut,Miscellaneous,3203,Malar,GPay,Malar,2024-09-22,38,Sunday
04/11/2024 18:25:00,04/11/2024 18:25,Harini,9195721567,Waxing,Facial,,Pedicure,Manicure,,Wash,Massage,Threading,,Miscellaneous,1912,Malar,Cash,,2024-11-04,45,Monday
17/11/2024 18:53:00,17/11/2024 18:53,Harini,9944763273,Waxing,Facial,De-tan,Pedicure,Manicure,,Wash,,,,,220,Suganya Sri,GPay,,2024-11-17,46,Sunday
28/08/2024 14:06:00,28/08/2024 14:06,Nisha,9293385525,,Facial,De-tan,Pedicure,Manicure,,Wash,,,,Miscellaneous,2152,Malar,PhonePe,Malar,2024-08-28,35,Wednesday
05/11/2024 09:08:00,05/11/2024 09:08,Anjali,9469949049,,Facial,,Pedicure,,,,,,,,1634,Poornima,Card,,2024-11-05,45,Tuesday
06/11/2024 17:58:00,06/11/2024 17:58,Harini,9609872146,Waxing,Facial,De-tan,Pedicure,Manicure,,,,,Hair Cut,,3091,Suganya Sri,Cash,,2024-11-06,45,Wednesday
19/10/2024 15:43:00,19/10/2024 15:43,Sangeetha,9976136398,Waxing,,,,Manicure,,Wash,Massage,Threading,Hair Cut,Miscellaneous,2183,Pinky,GPay,,2024-10-19,42,Saturday
29/10/2024 14:28:00,29/10/2024 14:28,Sandhya,9592983486,Waxing,,,Pedicure,,,,Massage,,,Miscellaneous,1962,Poornima,Cash,Poornima,2024-10-29,44,Tuesday
03/10/2024 10:25:00,03/10/2024 10:25,Meena,9286046732,,,,,Manicure,Bleaching,,,Threading,Hair Cut,Miscellaneous,2120,Pinky,PhonePe,,2024-10-03,40,Thursday
01/09/2024 17:15:00,01/09/2024 17:15,Soumya,9865990343,Waxing,Facial,De-tan,,Manicure,Bleaching,Wash,,,,Miscellaneous,610,Malar,Cash,Malar,2024-09-01,35,Sunday
16/11/2024 10:10:00,16/11/2024 10:10,Deepa,9735721604,Waxing,Facial,,,Manicure,,,Massage,,,Miscellaneous,787,Anjali,Cash,Poornima,2024-11-16,46,Saturday
26/10/2024 15:32:00,26/10/2024 15:32,Priya,9983297091,,Facial,De-tan,Pedicure,Manicure,Bleaching,,,,,,575,Suganya Sri,PhonePe,,2024-10-26,43,Saturday
07/09/2024 16:02:00,07/09/2024 16:02,Divya,9696570875,,Facial,,Pedicure,,,,Massage,,,,960,Anjali,Cash,,2024-09-07,36,Saturday
14/10/2024 13:39:00,14/10/2024 13:39,Aishwarya,9453902865,,Facial,De-tan,Pedicure,,,Wash,Massage,,,,333,Anjali,Cash,,2024-10-14,42,Monday
07/09/2024 09:00:00,07/09/2024 09:00,Sandhya,9995472351,,,,,,,Wash,,,,Miscellaneous,2563,Malar,GPay,,2024-09-07,36,Saturday
11/10/2024 17:17:00,11/10/2024 17:17,Sangeetha,9606151579,,Facial,De-tan,Pedicure,,Bleaching,,,Threading,,Miscellaneous,584,Poornima,Card,,2024-10-11,41,Friday
17/11/2024 12:17:00,17/11/2024 12:17,Anjali,9202408628,Waxing,Facial,,,Manicure,,,,Threading,,,2251,Suganya Sri,GPay,,2024-11-17,46,Sunday
14/11/2024 12:09:00,14/11/2024 12:09,Meena,9482011581,,Facial,De-tan,Pedicure,Manicure,,,Massage,,Hair Cut,Miscellaneous,2877,Poornima,PhonePe,Malar,2024-11-14,46,Thursday
28/08/2024 14:33:00,28/08/2024 14:33,Harini,9211185275,,Facial,,,Manicure,Bleaching,,,Threading,,,2927,Malar,GPay,Anjali,2024-08-28,35,Wednesday
15/10/2024 14:01:00,15/10/2024 14:01,Shruthi,9657831689,,Facial,,,,,Wash,Massage,Threading,Hair Cut,,1423,Suganya Sri,Card,,2024-10-15,42,Tuesday
12/11/2024 10:14:00,12/11/2024 10:14,Keerthana,9578964758,,,,Pedicure,Manicure,,,,Threading,Hair Cut,,3200,Pinky,GPay,Malar,2024-11-12,46,Tuesday
08/09/2024 19:13:00,08/09/2024 19:13,Keerthana,9170126259,,Facial,,,,,,Massage,Threading,Hair Cut,Miscellaneous,1998,Pinky,Card,,2024-09-08,36,Sunday
22/10/2024 15:12:00,22/10/2024 15:12,Divya,9796246993,Waxing,,De-tan,,Manicure,,Wash,Massage,Threading,,,3084,Pinky,PhonePe,,2024-10-22,43,Tuesday
23/10/2024 20:34:00,23/10/2024 20:34,Anjali,9369304211,Waxing,,De-tan,Pedicure,Manicure,Bleaching,Wash,Massage,,Hair Cut,,1158,Anjali,GPay,,2024-10-23,43,Wednesday
15/09/2024 13:59:00,15/09/2024 13:59,Soumya,9435493200,,,,Pedicure,,Bleaching,,,Threading,Hair Cut,,3410,Malar,PhonePe,Suganya Sri,2024-09-15,37,Sunday
14/09/2024 09:01:00,14/09/2024 09:01,Aishwarya,9871426860,,,,,Manicure,Bleaching,Wash,,Threading,Hair Cut,,2568,Suganya Sri,Card,,2024-09-14,37,Saturday
28/10/2024 13:37:00,28/10/2024 13:37,Ranjani,9374503869,Waxing,,De-tan,Pedicure,,,Wash,,,,,3205,Pinky,Cash,,2024-10-28,44,Monday
05/10/2024 12:34:00,05/10/2024 12:34,Meena,9689354724,,,,,Manicure,,Wash,,Threading,Hair Cut,,2481,Anjali,PhonePe,,2024-10-05,40,Saturday
08/11/2024 17:47:00,08/11/2024 17:47,Divya,9872922126,Waxing,,De-tan,,,Bleaching,,,Threading,Hair Cut,Miscellaneous,2235,Poornima,PhonePe,,2024-11-08,45,Friday
23/10/2024 20:47:00,23/10/2024 20:47,Priya,9640276213,,,,Pedicure,,,Wash,Massage,,,,2534,Malar,Card,,2024-10-23,43,Wednesday
02/11/2024 12:45:00,02/11/2024 12:45,Soumya,9823251728,,,De-tan,,,Bleaching,,,,Hair Cut,Miscellaneous,3447,Pinky,PhonePe,,2024-11-02,44,Saturday
11/10/2024 20:51:00,11/10/2024 20:51,Keerthana,9416937518,Waxing,,De-tan,Pedicure,,,Wash,,Threading,Hair Cut,Miscellaneous,608,Poornima,Card,Pinky,2024-10-11,41,Friday
16/09/2024 11:15:00,16/09/2024 11:15,Divya,9324662682,Waxing,Facial,De-tan,,,,Wash,,,Hair Cut,,738,Malar,PhonePe,Suganya Sri,2024-09-16,38,Monday
20/09/2024 11:09:00,20/09/2024 11:09,Ranjani,9559382981,Waxing,,,Pedicure,Manicure,,,,Threading,Hair Cut,Miscellaneous,3144,Pinky,Cash,Pinky,2024-09-20,38,Friday
14/11/2024 11:07:00,14/11/2024 11:07,Aishwarya,9211173389,,,,,Manicure,,,,,,,2452,Anjali,Card,,2024-11-14,46,Thursday
02/10/2024 19:02:00,02/10/2024 19:02,Deepa,9254231988,,Facial,De-tan,,Manicure,,,Massage,Threading,,Miscellaneous,1560,Malar,PhonePe,,2024-10-02,40,Wednesday
05/10/2024 16:05:00,05/10/2024 16:05,Aishwarya,9657099842,Waxing,Facial,De-tan,Pedicure,Manicure,,,Massage,,,Miscellaneous,368,Pinky,GPay,Malar,2024-10-05,40,Saturday
23/08/2024 13:05:00,23/08/2024 13:05,Sandhya,9216479916,,,De-tan,Pedicure,Manicure,Bleaching,Wash,Massage,Threading,Hair Cut,,2445,Suganya Sri,PhonePe,Pinky,2024-08-23,34,Friday
21/09/2024 13:54:00,21/09/2024 13:54,Divya,9236010577,Waxing,Facial,,,Manicure,,Wash,,,,,2098,Suganya Sri,PhonePe,Poornima,2024-09-21,38,Saturday
04/11/2024 19:59:00,04/11/2024 19:59,Divya,9642081141,,Facial,,,Manicure,Bleaching,Wash,,Threading,Hair Cut,Miscellaneous,1177,Pinky,GPay,,2024-11-04,45,Monday
11/11/2024 16:40:00,11/11/2024 16:40,Priya,9845550366,Waxing,,,Pedicure,Manicure,Bleaching,Wash,,,Hair Cut,,188,Suganya Sri,GPay,,2024-11-11,46,Monday
20/10/2024 14:18:00,20/10/2024 14:18,Priya,9218731058,,,,,Manicure,Bleaching,Wash,,,,,990,Suganya Sri,PhonePe,Poornima,2024-10-20,42,Sunday
29/10/2024 15:01:00,29/10/2024 15:01,Shruthi,9306052536,,,De-tan,,Manicure,Bleaching,,Massage,Threading,,,2429,Poornima,Cash,,2024-10-29,44,Tuesday
18/10/2024 18:42:00,18/10/2024 18:42,Sangeetha,9565208946,Waxing,,,,,Bleaching,,Massage,,Hair Cut,Miscellaneous,2969,Suganya Sri,Cash,Poornima,2024-10-18,42,Friday
10/10/2024 20:22:00,10/10/2024 20:22,Anjali,9680503976,,,,,,Bleaching,Wash,,Threading,Hair Cut,,390,Malar,GPay,,2024-10-10,41,Thursday
28/10/2024 11:37:00,28/10/2024 11:37,Anjali,9724909740,,Facial,,Pedicure,,,Wash,Massage,,,Miscellaneous,515,Suganya Sri,GPay,Anjali,2024-10-28,44,Monday
10/11/2024 15:55:00,10/11/2024 15:55,Kavya,9848258899,,Facial,De-tan,,,Bleaching,,,Threading,Hair Cut,Miscellaneous,2365,Anjali,Cash,,2024-11-10,45,Sunday
10/10/2024 20:30:00,10/10/2024 20:30,Aishwarya,9660318309,Waxing,Facial,,,Manicure,,,Massage,Threading,,,2945,Pinky,GPay,Malar,2024-10-10,41,Thursday
29/10/2024 19:38:00,29/10/2024 19:38,Meena,9365230780,Waxing,Facial,De-tan,Pedicure,Manicure,,,Massage,Threading,,Miscellaneous,3184,Pinky,Card,Suganya Sri,2024-10-29,44,Tuesday
04/11/2024 13:12:00,04/11/2024 13:12,Meena,9364555444,,Facial,De-tan,,,,Wash,Massage,,Hair Cut,Miscellaneous,1682,Poornima,Cash,Poornima,2024-11-04,45,Monday
29/08/2024 11:28:00,29/08/2024 11:28,Latha,9307968383,,,De-tan,Pedicure,Manicure,,Wash,,Threading,Hair Cut,Miscellaneous,2451,Poornima,PhonePe,Pinky,2024-08-29,35,Thursday
02/11/2024 17:54:00,02/11/2024 17:54,Shruthi,9450236670,,Facial,De-tan,,Manicure,Bleaching,Wash,,Threading,Hair Cut,,2056,Anjali,PhonePe,,2024-11-02,44,Saturday
04/11/2024 14:09:00,04/11/2024 14:09,Divya,9818349420,,,De-tan,Pedicure,,,,Massage,Threading,,Miscellaneous,1312,Anjali,Cash,,2024-11-04,45,Monday
21/09/2024 16:44:00,21/09/2024 16:44,Ranjani,9730110788,,,,,,,Wash,Massage,Threading,,,2412,Pinky,Card,,2024-09-21,38,Saturday
13/10/2024 10:11:00,13/10/2024 10:11,Kavya,9931929952,Waxing,Facial,,,,Bleaching,Wash,Massage,,Hair Cut,Miscellaneous,1426,Anjali,PhonePe,Pinky,2024-10-13,41,Sunday
17/11/2024 11:29:00,17/11/2024 11:29,Sandhya,9283961330,Waxing,,De-tan,Pedicure,,Bleaching,Wash,Massage,,Hair Cut,Miscellaneous,2388,Suganya Sri,GPay,,2024-11-17,46,Sunday
04/09/2024 17:10:00,04/09/2024 17:10,Nisha,9838629550,Waxing,Facial,,,,Bleaching,Wash,Massage,Threading,Hair Cut,Miscellaneous,600,Malar,GPay,,2024-09-04,36,Wednesday
16/11/2024 10:16:00,16/11/2024 10:16,Sandhya,9784621527,,,De-tan,,Manicure,Bleaching,,Massage,Threading,Hair Cut,,2626,Poornima,Card,,2024-11-16,46,Saturday
11/09/2024 18:39:00,11/09/2024 18:39,Sandhya,9771088020,,Facial,De-tan,,,,,Massage,,Hair Cut,Miscellaneous,2055,Poornima,Cash,,2024-09-11,37,Wednesday
25/08/2024 20:57:00,25/08/2024 20:57,Nisha,9376017859,,,De-tan,Pedicure,Manicure,,,,Threading,Hair Cut,Miscellaneous,2708,Malar,PhonePe,Pinky,2024-08-25,34,Sunday
19/09/2024 19:36:00,19/09/2024 19:36,Latha,9301312301,,Facial,De-tan,Pedicure,,,,Massage,Threading,,Miscellaneous,2305,Anjali,Cash,,2024-09-19,38,Thursday
13/10/2024 18:28:00,13/10/2024 18:28,Soumya,9319559491,Waxing,Facial,De-tan,,,Bleaching,Wash,Massage,,,Miscellaneous,506,Pinky,Card,,2024-10-13,41,Sunday
06/11/2024 10:31:00,06/11/2024 10:31,Deepa,9670511674,Waxing,Facial,De-tan,Pedicure,Manicure,Bleaching,Wash,,,Hair Cut,,2774,Anjali,GPay,,2024-11-06,45,Wednesday
03/10/2024 12:18:00,03/10/2024 12:18,Ranjani,9251466192,,,De-tan,Pedicure,Manicure,Bleaching,Wash,,,Hair Cut,,675,Pinky,GPay,Anjali,2024-10-03,40,Thursday
