Timestamp,DateTIme,Client Name,Client Number,Sold by,Product Name,Bill Amount,Payment Mode,Helper
29/10/2024 17:00:00,29/10/2024 17:00,Keerthana,9177789267,Suganya Sri,Hair Oil,441,Card,
19/11/2024 12:00:00,19/11/2024 12:00,Latha,9943147373,Poornima,Body Lotion,1422,Cash,Suganya Sri
07/09/2024 15:00:00,07/09/2024 15:00,Priya,9585908740,Suganya Sri,Face Pack,1403,Cash,Anjali
28/10/2024 12:00:00,28/10/2024 12:00,Sandhya,9344953282,Pinky,Conditioner,1184,Card,Pinky
16/10/2024 15:00:00,16/10/2024 15:00,Divya,9557339639,Suganya Sri,Shampoo,1045,GPay,Poornima
15/09/2024 13:00:00,15/09/2024 13:00,Sangeetha,9575746348,Poornima,Body Lotion,1441,Cash,
09/11/2024 12:00:00,09/11/2024 12:00,Kavya,9211816351,Suganya Sri,Body Lotion,811,PhonePe,
08/11/2024 12:00:00,08/11/2024 12:00,Swathi,9805893498,Malar,Conditioner,1111,PhonePe,Suganya Sri
10/10/2024 09:00:00,10/10/2024 09:00,Aishwarya,9652092196,Pinky,Hair Serum,1275,Card,Suganya Sri
08/09/2024 19:00:00,08/09/2024 19:00,Sangeetha,9414920191,Suganya Sri,Shampoo,1313,PhonePe,Anjali
14/10/2024 15:00:00,14/10/2024 15:00,Harini,9838383240,Anjali,Shampoo,647,PhonePe,Poornima
19/10/2024 10:00:00,19/10/2024 10:00,Ranjani,9326692710,Pinky,Body Lotion,247,PhonePe,
20/11/2024 18:00:00,20/11/2024 18:00,Nisha,9603590067,Pinky,Shampoo,1680,GPay,
25/10/2024 13:00:00,25/10/2024 13:00,Deepa,9826127171,Pinky,Conditioner,1727,Cash,
26/10/2024 14:00:00,26/10/2024 14:00,Latha,9534990134,Malar,Hair Oil,555,GPay,Anjali
11/10/2024 13:00:00,11/10/2024 13:00,Nisha,9208477612,Suganya Sri,Conditioner,1659,PhonePe,Malar
28/10/2024 17:00:00,28/10/2024 17:00,Harini,9372380807,Suganya Sri,Body Lotion,1969,PhonePe,Malar
12/10/2024 14:00:00,12/10/2024 14:00,Sangeetha,9232604574,Suganya Sri,Body Lotion,999,GPay,Poornima
31/10/2024 20:00:00,31/10/2024 20:00,Keerthana,9680953097,Anjali,Hair Serum,1047,Card,
02/09/2024 10:00:00,02/09/2024 10:00,Aishwarya,9427812819,Pinky,Shampoo,1928,Cash,Suganya Sri
22/09/2024 13:00:00,22/09/2024 13:00,Harini,9298547402,Poornima,Hair Serum,400,Card,Anjali
20/09/2024 19:00:00,20/09/2024 19:00,Aishwarya,9988758601,Suganya Sri,Shampoo,1404,PhonePe,
14/09/2024 20:00:00,14/09/2024 20:00,Sangeetha,9760343661,Malar,Conditioner,1553,Card,Suganya Sri
23/08/2024 12:00:00,23/08/2024 12:00,Sandhya,9805610627,Suganya Sri,Face Pack,764,PhonePe,
06/11/2024 11:00:00,06/11/2024 11:00,Kavya,9888133366,Anjali,Conditioner,421,PhonePe,Poornima
23/09/2024 19:00:00,23/09/2024 19:00,Shruthi,9167970190,Poornima,Conditioner,1866,Card,
10/10/2024 13:00:00,10/10/2024 13:00,Shruthi,9462334658,Poornima,Shampoo,967,Cash,
26/09/2024 15:00:00,26/09/2024 15:00,Divya,9800774259,Poornima,Shampoo,621,PhonePe,
26/10/2024 13:00:00,26/10/2024 13:00,Nisha,9680190516,Anjali,Body Lotion,918,Card,
09/09/2024 13:00:00,09/09/2024 13:00,Priya,9135267365,Pinky,Conditioner,320,GPay,
17/11/2024 11:00:00,17/11/2024 11:00,Divya,9391286673,Pinky,Shampoo,811,Cash,
14/10/2024 17:00:00,14/10/2024 17:00,Harini,9493915065,Poornima,Hair Serum,1507,GPay,Malar
24/10/2024 16:00:00,24/10/2024 16:00,Soumya,9102540868,Pinky,Hair Oil,1325,Card,Suganya Sri
10/10/2024 09:00:00,10/10/2024 09:00,Sangeetha,9849981589,Pinky,Hair Serum,1295,GPay,Poornima
14/09/2024 20:00:00,14/09/2024 20:00,Aishwarya,9340791875,Anjali,Hair Oil,444,Card,Suganya Sri
17/11/2024 10:00:00,17/11/2024 10:00,Soumya,9137721645,Poornima,Hair Serum,233,Card,
13/11/2024 17:00:00,13/11/2024 17:00,Deepa,9655572886,Poornima,Shampoo,1824,PhonePe,Pinky
13/11/2024 17:00:00,13/11/2024 17:00,Anjali,9382347360,Pinky,Shampoo,386,PhonePe,Anjali
01/10/2024 09:00:00,01/10/2024 09:00,Priya,9735547469,Poornima,Hair Serum,391,PhonePe,
02/11/2024 10:00:00,02/11/2024 10:00,Shruthi,9854046810,Pinky,Conditioner,1967,PhonePe,
11/11/2024 09:00:00,11/11/2024 09:00,Priya,9201967387,Pinky,Face Pack,1267,Cash,Suganya Sri
23/08/2024 09:00:00,23/08/2024 09:00,Priya,9321027074,Malar,Hair Serum,1791,GPay,Malar
14/10/2024 09:00:00,14/10/2024 09:00,Meena,9739780934,Malar,Body Lotion,1614,PhonePe,Pinky
05/09/2024 09:00:00,05/09/2024 09:00,Latha,9644293873,Poornima,Body Lotion,1333,Cash,
19/11/2024 09:00:00,19/11/2024 09:00,Divya,9748404836,Anjali,Hair Oil,636,Card,
17/09/2024 18:00:00,17/09/2024 18:00,Aishwarya,9179453714,Anjali,Hair Oil,503,PhonePe,
15/11/2024 18:00:00,15/11/2024 18:00,Harini,9903167448,Pinky,Hair Oil,1612,PhonePe,Suganya Sri
03/10/2024 16:00:00,03/10/2024 16:00,Nisha,9525539179,Malar,Conditioner,1186,GPay,
03/10/2024 18:00:00,03/10/2024 18:00,Kavya,9440383337,Anjali,Hair Oil,1402,GPay,Pinky
16/09/2024 21:00:00,16/09/2024 21:00,Nisha,9676346798,Poornima,Hair Oil,996,GPay,
21/10/2024 11:00:00,21/10/2024 11:00,Harini,9364523306,Pinky,Hair Oil,634,Cash,Anjali
29/09/2024 14:00:00,29/09/2024 14:00,Priya,9339224463,Malar,Shampoo,1056,GPay,
14/10/2024 21:00:00,14/10/2024 21:00,Harini,9576481445,Malar,Hair Serum,1478,Cash,
13/11/2024 12:00:00,13/11/2024 12:00,Sangeetha,9334636985,Malar,Body Lotion,585,GPay,
01/09/2024 20:00:00,01/09/2024 20:00,Ranjani,9113030296,Poornima,Shampoo,969,GPay,Suganya Sri
05/09/2024 16:00:00,05/09/2024 16:00,Soumya,9232807397,Malar,Hair Serum,574,GPay,Poornima
07/11/2024 10:00:00,07/11/2024 10:00,Ranjani,9232152366,Malar,Body Lotion,1501,Cash,Malar
19/09/2024 21:00:00,19/09/2024 21:00,Sangeetha,9766424450,Pinky,Hair Oil,1067,Cash,
01/10/2024 13:00:00,01/10/2024 13:00,Harini,9153676487,Suganya Sri,Hair Oil,701,GPay,
14/09/2024 17:00:00,14/09/2024 17:00,Shruthi,9281107400,Anjali,Body Lotion,436,Cash,
24/10/2024 13:00:00,24/10/2024 13:00,Meena,9899042372,Poornima,Shampoo,568,GPay,
06/11/2024 10:00:00,06/11/2024 10:00,Keerthana,9907407748,Poornima,Hair Serum,378,PhonePe,Malar
21/10/2024 16:00:00,21/10/2024 16:00,Sangeetha,9422208430,Suganya Sri,Hair Serum,1118,Cash,Malar
01/09/2024 12:00:00,01/09/2024 12:00,Latha,9881910170,Malar,Hair Oil,1431,Card,Anjali
27/09/2024 17:00:00,27/09/2024 17:00,Nisha,9243824975,Suganya Sri,Hair Oil,1963,GPay,
23/09/2024 15:00:00,23/09/2024 15:00,Harini,9937122403,Pinky,Face Pack,1939,Card,Malar
26/08/2024 17:00:00,26/08/2024 17:00,Swathi,9344854781,Pinky,Hair Oil,675,PhonePe,
28/09/2024 12:00:00,28/09/2024 12:00,Meena,9205311737,Malar,Body Lotion,378,Card,Suganya Sri
19/11/2024 10:00:00,19/11/2024 10:00,Shruthi,9770944207,Suganya Sri,Face Pack,1178,GPay,Suganya Sri
31/10/2024 09:00:00,31/10/2024 09:00,Anjali,9425598703,Anjali,Shampoo,1173,PhonePe,
26/08/2024 17:00:00,26/08/2024 17:00,Shruthi,9479984199,Suganya Sri,Conditioner,1498,Card,
05/11/2024 15:00:00,05/11/2024 15:00,Harini,9994701602,Malar,Hair Oil,215,Cash,Poornima
23/10/2024 09:00:00,23/10/2024 09:00,Meena,9189048524,Suganya Sri,Hair Oil,403,Card,
22/09/2024 19:00:00,22/09/2024 19:00,Anjali,9123140454,Anjali,Shampoo,1900,PhonePe,Poornima
12/11/2024 21:00:00,12/11/2024 21:00,Anjali,9258684939,Pinky,Conditioner,906,Card,Poornima
08/11/2024 20:00:00,08/11/2024 20:00,Sandhya,9306360203,Poornima,Hair Oil,752,Card,
04/11/2024 21:00:00,04/11/2024 21:00,Aishwarya,9992165749,Anjali,Hair Serum,1604,GPay,
29/09/2024 14:00:00,29/09/2024 14:00,Keerthana,9874782043,Poornima,Conditioner,743,Cash,
05/10/2024 21:00:00,05/10/2024 21:00,Divya,9279605033,Suganya Sri,Shampoo,648,PhonePe,
20/10/2024 13:00:00,20/10/2024 13:00,Kavya,9109218742,Anjali,Face Pack,1834,Cash,Poornima
25/10/2024 19:00:00,25/10/2024 19:00,Ranjani,9623484958,Pinky,Face Pack,610,PhonePe,
05/11/2024 13:00:00,05/11/2024 13:00,Deepa,9783995100,Suganya Sri,Shampoo,402,Cash,
29/10/2024 16:00:00,29/10/2024 16:00,Nisha,9712669779,Pinky,Conditioner,358,Card,Anjali
02/10/2024 17:00:00,02/10/2024 17:00,Harini,9491889399,Poornima,Face Pack,1623,Cash,
24/10/2024 20:00:00,24/10/2024 20:00,Latha,9505122476,Suganya Sri,Hair Serum,1626,Card,
08/09/2024 13:00:00,08/09/2024 13:00,Ranjani,9680477417,Poornima,Conditioner,688,GPay,
06/11/2024 10:00:00,06/11/2024 10:00,Divya,9628610108,Poornima,Hair Serum,435,GPay,Poornima
29/09/2024 21:00:00,29/09/2024 21:00,Priya,9737280969,Poornima,Hair Serum,1036,Card,Poornima
24/10/2024 17:00:00,24/10/2024 17:00,Meena,9346102810,Suganya Sri,Hair Oil,682,Cash,Poornima
02/10/2024 10:00:00,02/10/2024 10:00,Ranjani,9610920935,Suganya Sri,Hair Serum,1824,GPay,
05/11/2024 18:00:00,05/11/2024 18:00,Deepa,9109884369,Suganya Sri,Body Lotion,253,Cash,
15/11/2024 15:00:00,15/11/2024 15:00,Harini,9600432079,Suganya Sri,Hair Serum,613,PhonePe,Poornima
15/09/2024 10:00:00,15/09/2024 10:00,Divya,9277080475,Anjali,Conditioner,1140,PhonePe,
29/08/2024 13:00:00,29/08/2024 13:00,Shruthi,9345425514,Malar,Conditioner,1681,Card,
27/09/2024 14:00:00,27/09/2024 14:00,Swathi,9452826525,Poornima,Face Pack,1995,Cash,
07/10/2024 19:00:00,07/10/2024 19:00,Anjali,9189730100,Malar,Hair Serum,801,GPay,Malar
12/09/2024 19:00:00,12/09/2024 19:00,Keerthana,9939435298,Pinky,Body Lotion,1938,Cash,Anjali
06/09/2024 16:00:00,06/09/2024 16:00,Meena,9938469012,Malar,Shampoo,155,Cash,
29/10/2024 21:00:00,29/10/2024 21:00,Divya,9786651108,Anjali,Conditioner,1625,PhonePe,
27/10/2024 09:00:00,27/10/2024 09:00,Keerthana,9909608236,Suganya Sri,Hair Oil,1341,Cash,
24/09/2024 14:00:00,24/09/2024 14:00,Shruthi,9629825829,Poornima,Face Pack,1747,PhonePe,Pinky
27/08/2024 20:00:00,27/08/2024 20:00,Anjali,9430013874,Poornima,Face Pack,377,Cash,Anjali
14/10/2024 16:00:00,14/10/2024 16:00,Harini,9462409355,Suganya Sri,Hair Oil,903,Card,
12/11/2024 20:00:00,12/11/2024 20:00,Keerthana,9689431412,Pinky,Shampoo,538,Card,
19/09/2024 12:00:00,19/09/2024 12:00,Divya,9789690657,Pinky,Body Lotion,1188,GPay,Pinky
02/10/2024 09:00:00,02/10/2024 09:00,Sandhya,9321921310,Pinky,Body Lotion,1741,PhonePe,Malar
13/11/2024 10:00:00,13/11/2024 10:00,Anjali,9243915523,Pinky,Shampoo,1687,Card,Poornima
25/10/2024 17:00:00,25/10/2024 17:00,Keerthana,9430490860,Pinky,Face Pack,1121,PhonePe,Malar
06/10/2024 16:00:00,06/10/2024 16:00,Shruthi,9383727792,Malar,Hair Oil,498,Card,
01/09/2024 19:00:00,01/09/2024 19:00,Harini,9674015328,Pinky,Shampoo,1373,Card,
03/11/2024 12:00:00,03/11/2024 12:00,Shruthi,9184659338,Pinky,Shampoo,1645,PhonePe,Suganya Sri
27/09/2024 18:00:00,27/09/2024 18:00,Meena,9571287083,Suganya Sri,Conditioner,538,PhonePe,
16/11/2024 16:00:00,16/11/2024 16:00,Soumya,9803691386,Suganya Sri,Face Pack,1025,Cash,
04/11/2024 10:00:00,04/11/2024 10:00,Priya,9633038512,Suganya Sri,Hair Serum,369,GPay,
14/11/2024 11:00:00,14/11/2024 11:00,Harini,9718865996,Pinky,Shampoo,1353,PhonePe,
29/08/2024 19:00:00,29/08/2024 19:00,Ranjani,9748542236,Poornima,Shampoo,602,PhonePe,
30/10/2024 14:00:00,30/10/2024 14:00,Anjali,9252392953,Poornima,Conditioner,1898,PhonePe,Malar
16/09/2024 16:00:00,16/09/2024 16:00,Latha,9610055346,Poornima,Shampoo,1476,Card,
15/09/2024 13:00:00,15/09/2024 13:00,Sandhya,9971940539,Poornima,Hair Serum,1208,Card,
09/11/2024 19:00:00,09/11/2024 19:00,Kavya,9907114108,Poornima,Hair Serum,742,GPay,Pinky
18/09/2024 19:00:00,18/09/2024 19:00,Divya,9490990979,Poornima,Face Pack,599,Card,
05/10/2024 14:00:00,05/10/2024 14:00,Priya,9382180213,Suganya Sri,Hair Serum,1406,PhonePe,Anjali
11/10/2024 16:00:00,11/10/2024 16:00,Deepa,9784650275,Malar,Shampoo,1885,Card,Pinky
20/09/2024 10:00:00,20/09/2024 10:00,Aishwarya,9164742483,Pinky,Face Pack,156,GPay,
05/10/2024 15:00:00,05/10/2024 15:00,Soumya,9296227953,Malar,Hair Oil,462,Cash,Pinky
01/09/2024 11:00:00,01/09/2024 11:00,Aishwarya,9600371143,Poornima,Body Lotion,1381,Card,Suganya Sri
15/11/2024 21:00:00,15/11/2024 21:00,Aishwarya,9398615948,Anjali,Body Lotion,1362,GPay,
04/11/2024 13:00:00,04/11/2024 13:00,Meena,9719247367,Pinky,Hair Oil,619,GPay,
09/10/2024 16:00:00,09/10/2024 16:00,Harini,9252319070,Malar,Face Pack,1267,PhonePe,
28/10/2024 21:00:00,28/10/2024 21:00,Divya,9169165856,Anjali,Face Pack,1099,Cash,
23/10/2024 21:00:00,23/10/2024 21:00,Swathi,9777987295,Suganya Sri,Conditioner,340,Card,
25/09/2024 16:00:00,25/09/2024 16:00,Aishwarya,9714631155,Poornima,Hair Serum,361,Cash,Pinky
07/09/2024 19:00:00,07/09/2024 19:00,Latha,9461300667,Malar,Hair Oil,1402,Cash,
28/10/2024 14:00:00,28/10/2024 14:00,Divya,9372852448,Suganya Sri,Face Pack,1584,Cash,
26/09/2024 17:00:00,26/09/2024 17:00,Anjali,9768653623,Malar,Hair Serum,906,Card,
23/08/2024 18:00:00,23/08/2024 18:00,Nisha,9357730671,Anjali,Body Lotion,168,GPay,
30/08/2024 19:00:00,30/08/2024 19:00,Kavya,9385534836,Pinky,Hair Oil,1530,GPay,
21/10/2024 21:00:00,21/10/2024 21:00,Latha,9108439942,Pinky,Hair Oil,905,GPay,Pinky
14/10/2024 18:00:00,14/10/2024 18:00,Priya,9875047791,Poornima,Body Lotion,1811,Card,Suganya Sri
06/10/2024 15:00:00,06/10/2024 15:00,Kavya,9466579721,Anjali,Body Lotion,1558,PhonePe,
08/09/2024 15:00:00,08/09/2024 15:00,Priya,9556942894,Suganya Sri,Conditioner,1888,GPay,
26/10/2024 20:00:00,26/10/2024 20:00,Kavya,9640738537,Suganya Sri,Face Pack,182,Card,
29/09/2024 18:00:00,29/09/2024 18:00,Sandhya,9773935860,Anjali,Hair Oil,1216,Cash,Suganya Sri
12/09/2024 21:00:00,12/09/2024 21:00,Divya,9548107769,Poornima,Hair Oil,344,PhonePe,
07/09/2024 16:00:00,07/09/2024 16:00,Keerthana,9485871308,Poornima,Face Pack,285,GPay,Anjali
14/09/2024 21:00:00,14/09/2024 21:00,Sangeetha,9212732069,Anjali,Hair Serum,581,Card,Malar
21/09/2024 11:00:00,21/09/2024 11:00,Divya,9272835004,Malar,Face Pack,263,Cash,Anjali
05/09/2024 20:00:00,05/09/2024 20:00,Sangeetha,9579507676,Poornima,Body Lotion,1908,Card,
20/10/2024 09:00:00,20/10/2024 09:00,Swathi,9870526287,Anjali,Body Lotion,808,GPay,
22/09/2024 10:00:00,22/09/2024 10:00,Priya,9472409902,Anjali,Face Pack,863,Card,Pinky
06/10/2024 12:00:00,06/10/2024 12:00,Ranjani,9264473957,Poornima,Hair Serum,1858,PhonePe,
07/11/2024 20:00:00,07/11/2024 20:00,Keerthana,9635513002,Poornima,Face Pack,200,Card,
04/10/2024 09:00:00,04/10/2024 09:00,Latha,9992706235,Poornima,Conditioner,537,GPay,
28/08/2024 20:00:00,28/08/2024 20:00,Aishwarya,9378488009,Malar,Hair Serum,184,Cash,
22/10/2024 10:00:00,22/10/2024 10:00,Anjali,9875825346,Malar,Hair Serum,1542,Cash,
10/10/2024 21:00:00,10/10/2024 21:00,Sangeetha,9541127613,Pinky,Hair Oil,493,Card,Poornima
14/11/2024 16:00:00,14/11/2024 16:00,Swathi,9982687636,Malar,Hair Serum,1663,GPay,
13/10/2024 20:00:00,13/10/2024 20:00,Nisha,9679316696,Pinky,Face Pack,475,Card,
12/10/2024 14:00:00,12/10/2024 14:00,Shruthi,9463754913,Suganya Sri,Shampoo,1402,Card,
16/09/2024 20:00:00,16/09/2024 20:00,Shruthi,9117973855,Suganya Sri,Body Lotion,908,Cash,
19/10/2024 10:00:00,19/10/2024 10:00,Harini,9341035712,Suganya Sri,Body Lotion,381,PhonePe,Poornima
17/09/2024 12:00:00,17/09/2024 12:00,Ranjani,9175937194,Suganya Sri,Body Lotion,894,GPay,
23/09/2024 17:00:00,23/09/2024 17:00,Ranjani,9533028364,Suganya Sri,Conditioner,1752,PhonePe,Poornima
24/08/2024 18:00:00,24/08/2024 18:00,Anjali,9603423977,Malar,Shampoo,1964,Cash,Anjali
02/11/2024 18:00:00,02/11/2024 18:00,Aishwarya,9613568405,Anjali,Hair Oil,1281,Card,
27/09/2024 10:00:00,27/09/2024 10:00,Divya,9749412597,Malar,Face Pack,1042,GPay,Anjali
23/08/2024 14:00:00,23/08/2024 14:00,Aishwarya,9383380414,Anjali,Conditioner,263,PhonePe,Suganya Sri
15/11/2024 13:00:00,15/11/2024 13:00,Sandhya,9212413878,Pinky,Conditioner,835,PhonePe,Poornima
15/11/2024 19:00:00,15/11/2024 19:00,Swathi,9826240119,Malar,Hair Serum,788,GPay,
21/09/2024 15:00:00,21/09/2024 15:00,Divya,9798726422,Pinky,Hair Serum,1174,Card,Anjali
17/11/2024 18:00:00,17/11/2024 18:00,Harini,9251791316,Suganya Sri,Face Pack,226,GPay,
25/09/2024 09:00:00,25/09/2024 09:00,Meena,9838156910,Suganya Sri,Face Pack,672,Cash,
16/09/2024 19:00:00,16/09/2024 19:00,Soumya,9132538815,Pinky,Hair Oil,316,Cash,Poornima
07/10/2024 10:00:00,07/10/2024 10:00,Divya,9646460738,Anjali,Body Lotion,1869,Cash,Suganya Sri
09/11/2024 14:00:00,09/11/2024 14:00,Meena,9994944603,Anjali,Body Lotion,443,PhonePe,Suganya Sri
25/08/2024 18:00:00,25/08/2024 18:00,Priya,9155386523,Pinky,Hair Serum,1869,PhonePe,Pinky
25/09/2024 18:00:00,25/09/2024 18:00,Sangeetha,9664459138,Anjali,Face Pack,511,GPay,
25/08/2024 09:00:00,25/08/2024 09:00,Keerthana,9629055914,Suganya Sri,Body Lotion,1549,GPay,Anjali
07/09/2024 09:00:00,07/09/2024 09:00,Aishwarya,9521534782,Pinky,Shampoo,978,GPay,Malar
20/09/2024 10:00:00,20/09/2024 10:00,Ranjani,9900078568,Suganya Sri,Body Lotion,1184,PhonePe,
12/11/2024 14:00:00,12/11/2024 14:00,Ranjani,9445096896,Malar,Face Pack,488,GPay,Anjali
09/09/2024 09:00:00,09/09/2024 09:00,Kavya,9759988367,Malar,Face Pack,862,PhonePe,Anjali
22/09/2024 12:00:00,22/09/2024 12:00,Nisha,9451233314,Suganya Sri,Hair Oil,186,Card,Pinky
23/10/2024 11:00:00,23/10/2024 11:00,Soumya,9268639906,Pinky,Hair Oil,1943,Card,Pinky
20/11/2024 17:00:00,20/11/2024 17:00,Soumya,9812473074,Anjali,Conditioner,265,Card,
20/10/2024 16:00:00,20/10/2024 16:00,Harini,9585958962,Suganya Sri,Hair Oil,1986,Cash,
31/08/2024 14:00:00,31/08/2024 14:00,Meena,9594253582,Suganya Sri,Conditioner,1584,GPay,
01/11/2024 14:00:00,01/11/2024 14:00,Nisha,9508167022,Malar,Shampoo,860,PhonePe,Suganya Sri
30/08/2024 13:00:00,30/08/2024 13:00,Deepa,9798991898,Pinky,Face Pack,176,PhonePe,Poornima
03/09/2024 17:00:00,03/09/2024 17:00,Keerthana,9379341812,Suganya Sri,Body Lotion,1052,Card,Malar
02/09/2024 10:00:00,02/09/2024 10:00,Nisha,9269852754,Anjali,Conditioner,1584,Card,
10/10/2024 18:00:00,10/10/2024 18:00,Deepa,9213224541,Poornima,Shampoo,811,PhonePe,Poornima
18/10/2024 11:00:00,18/10/2024 11:00,Meena,9378939387,Suganya Sri,Body Lotion,823,GPay,
01/09/2024 15:00:00,01/09/2024 15:00,Aishwarya,9460280895,Suganya Sri,Body Lotion,164,Cash,Poornima
19/10/2024 13:00:00,19/10/2024 13:00,Deepa,9358344934,Malar,Hair Serum,1468,GPay,Anjali
08/11/2024 21:00:00,08/11/2024 21:00,Ranjani,9281012298,Pinky,Hair Oil,1815,PhonePe,Suganya Sri
30/10/2024 20:00:00,30/10/2024 20:00,Priya,9281321722,Malar,Hair Oil,275,PhonePe,
09/10/2024 19:00:00,09/10/2024 19:00,Keerthana,9109030796,Poornima,Conditioner,1991,GPay,Poornima
19/10/2024 14:00:00,19/10/2024 14:00,Deepa,9826547814,Suganya Sri,Body Lotion,1126,PhonePe,
23/10/2024 20:00:00,23/10/2024 20:00,Anjali,9119161602,Suganya Sri,Conditioner,1946,Card,
07/09/2024 09:00:00,07/09/2024 09:00,Harini,9571007016,Suganya Sri,Face Pack,1255,Card,Poornima
20/10/2024 10:00:00,20/10/2024 10:00,Nisha,9650491990,Malar,Hair Oil,1035,GPay,Poornima
12/10/2024 11:00:00,12/10/2024 11:00,Aishwarya,9972069819,Anjali,Face Pack,1902,Cash,Pinky
03/10/2024 20:00:00,03/10/2024 20:00,Nisha,9831524073,Malar,Hair Oil,296,Card,
30/09/2024 21:00:00,30/09/2024 21:00,Anjali,9430726968,Pinky,Shampoo,953,PhonePe,
17/10/2024 13:00:00,17/10/2024 13:00,Ranjani,9437314729,Anjali,Hair Oil,1012,PhonePe,Poornima
30/10/2024 18:00:00,30/10/2024 18:00,Divya,9274097649,Suganya Sri,Face Pack,1391,PhonePe,Malar
31/10/2024 13:00:00,31/10/2024 13:00,Soumya,9541198139,Malar,Conditioner,1095,PhonePe,Malar
25/10/2024 10:00:00,25/10/2024 10:00,Anjali,9959984742,Poornima,Hair Serum,1042,Cash,
21/10/2024 18:00:00,21/10/2024 18:00,Aishwarya,9341232521,Poornima,Shampoo,608,PhonePe,
20/09/2024 16:00:00,20/09/2024 16:00,Sandhya,9897672907,Anjali,Hair Oil,1560,GPay,
15/09/2024 10:00:00,15/09/2024 10:00,Latha,9557699342,Poornima,Hair Oil,651,GPay,Anjali
15/11/2024 16:00:00,15/11/2024 16:00,Swathi,9142239301,Malar,Conditioner,693,Cash,Malar
03/09/2024 18:00:00,03/09/2024 18:00,Sangeetha,9453654513,Poornima,Body Lotion,1659,Card,
28/10/2024 13:00:00,28/10/2024 13:00,Latha,9259348804,Malar,Hair Oil,1736,Card,
31/08/2024 15:00:00,31/08/2024 15:00,Priya,9120751882,Pinky,Hair Oil,1326,GPay,Suganya Sri
12/09/2024 12:00:00,12/09/2024 12:00,Meena,9583583177,Poornima,Hair Oil,1404,Card,
12/10/2024 21:00:00,12/10/2024 21:00,Sandhya,9480691194,Suganya Sri,Conditioner,1397,PhonePe,
22/09/2024 15:00:00,22/09/2024 15:00,Aishwarya,9413279491,Poornima,Hair Oil,545,Card,
24/10/2024 18:00:00,24/10/2024 18:00,Harini,9246558129,Pinky,Body Lotion,1745,PhonePe,
26/10/2024 09:00:00,26/10/2024 09:00,Soumya,9907968214,Malar,Hair Oil,1165,Card,Poornima
24/10/2024 10:00:00,24/10/2024 10:00,Priya,9162956563,Pinky,Hair Serum,1730,GPay,Suganya Sri
08/11/2024 20:00:00,08/11/2024 20:00,Latha,9716326731,Suganya Sri,Conditioner,843,Cash,
26/08/2024 19:00:00,26/08/2024 19:00,Priya,9889423838,Anjali,Hair Serum,481,Cash,
18/10/2024 16:00:00,18/10/2024 16:00,Keerthana,9583282319,Pinky,Hair Serum,1498,Cash,Anjali
13/09/2024 13:00:00,13/09/2024 13:00,Sandhya,9154360790,Pinky,Face Pack,1841,PhonePe,Anjali
18/11/2024 20:00:00,18/11/2024 20:00,Sandhya,9266292828,Pinky,Hair Serum,1376,PhonePe,
13/10/2024 14:00:00,13/10/2024 14:00,Keerthana,9569379302,Anjali,Hair Oil,1762,Card,
10/11/2024 12:00:00,10/11/2024 12:00,Swathi,9364080914,Suganya Sri,Face Pack,829,GPay,Anjali
12/09/2024 13:00:00,12/09/2024 13:00,Swathi,9941192459,Pinky,Hair Oil,1044,Cash,Pinky
18/11/2024 14:00:00,18/11/2024 14:00,Kavya,9735334145,Poornima,Shampoo,1762,Card,Poornima
28/10/2024 18:00:00,28/10/2024 18:00,Soumya,9213804051,Pinky,Shampoo,1987,PhonePe,Pinky
14/10/2024 09:00:00,14/10/2024 09:00,Shruthi,9783936044,Malar,Face Pack,422,Cash,Malar
09/09/2024 11:00:00,09/09/2024 11:00,Keerthana,9738375287,Suganya Sri,Face Pack,769,GPay,
29/09/2024 12:00:00,29/09/2024 12:00,Aishwarya,9592774392,Pinky,Shampoo,723,PhonePe,Poornima
13/09/2024 16:00:00,13/09/2024 16:00,Sangeetha,9382400247,Suganya Sri,Body Lotion,526,GPay,Anjali
24/10/2024 21:00:00,24/10/2024 21:00,Keerthana,9450002756,Anjali,Conditioner,1548,GPay,
08/09/2024 15:00:00,08/09/2024 15:00,Ranjani,9408645239,Malar,Conditioner,1092,PhonePe,Anjali
15/09/2024 10:00:00,15/09/2024 10:00,Latha,9974944047,Poornima,Hair Serum,901,Card,Anjali
14/10/2024 14:00:00,14/10/2024 14:00,Kavya,9530758490,Anjali,Shampoo,642,GPay,
18/11/2024 16:00:00,18/11/2024 16:00,Soumya,9765214079,Pinky,Hair Oil,1030,Cash,Poornima
15/11/2024 21:00:00,15/11/2024 21:00,Sangeetha,9520701667,Suganya Sri,Hair Serum,1270,Card,
08/10/2024 10:00:00,08/10/2024 10:00,Sandhya,9160345987,Malar,Conditioner,336,PhonePe,Anjali
01/09/2024 18:00:00,01/09/2024 18:00,Aishwarya,9896644616,Anjali,Face Pack,1018,PhonePe,
16/09/2024 16:00:00,16/09/2024 16:00,Aishwarya,9486955838,Anjali,Conditioner,1038,PhonePe,Anjali
08/11/2024 13:00:00,08/11/2024 13:00,Meena,9147753594,Malar,Hair Oil,671,Card,
20/10/2024 20:00:00,20/10/2024 20:00,Soumya,9800750162,Malar,Hair Oil,1560,GPay,Suganya Sri
19/11/2024 17:00:00,19/11/2024 17:00,Priya,9887886324,Malar,Hair Serum,756,PhonePe,
