Appointment ID,Name,Phone Number,Service Booked,Preferred Employee,Appointment Date,Time Slot,Status,Source
A9290,Anjali,9802638230,De-tan,Suganya Sri,17/10/2024,10:00 AM,Scheduled,WhatsApp
A2333,Soumya,9201355768,Facial,Pinky,17/10/2024,11:00 AM,Scheduled,Instagram
A4948,Nisha,9935800640,Manicure,Suganya Sri,17/10/2024,12:00 PM,Scheduled,Walk-in
A7607,Swathi,9274386440,Massage,Pinky,17/10/2024,3:00 PM,Scheduled,Walk-in
A7105,Deepa,9967371395,Massage,Malar,17/10/2024,5:00 PM,Scheduled,WhatsApp
A6479,Divya,9924568608,Waxing,Anjali,18/10/2024,10:00 AM,Completed,Instagram
A4163,Priya,9937147770,Hair Cut,Pinky,18/10/2024,11:00 AM,Completed,Instagram
A3861,Kavya,9449378283,Manicure,Anjali,18/10/2024,12:00 PM,No-show,Instagram
A9712,Shruthi,9705013399,Threading,Poornima,18/10/2024,3:00 PM,No-show,WhatsApp
A3922,Kavya,9222938299,Bleaching,Suganya Sri,18/10/2024,5:00 PM,Scheduled,Walk-in
A6408,Divya,9982356193,Threading,Pinky,19/10/2024,10:00 AM,No-show,Walk-in
A8446,Sangeetha,9738880493,Manicure,Pinky,19/10/2024,11:00 AM,Completed,WhatsApp
A4215,Sandhya,9812662045,Manicure,Malar,19/10/2024,12:00 PM,Scheduled,Walk-in
A1053,Soumya,9853285013,Manicure,Poornima,19/10/2024,3:00 PM,Scheduled,WhatsApp
A7592,Keerthana,9542804265,Massage,Suganya Sri,19/10/2024,5:00 PM,No-show,WhatsApp
A8731,Harini,9328222811,Bleaching,Suganya Sri,20/10/2024,10:00 AM,Scheduled,Walk-in
A5386,Kavya,9872207049,Facial,Malar,20/10/2024,11:00 AM,Scheduled,WhatsApp
A5901,Soumya,9944017210,Hair Cut,Pinky,20/10/2024,12:00 PM,Scheduled,Walk-in
A3795,Kavya,9674364982,Bleaching,Malar,20/10/2024,3:00 PM,Scheduled,Instagram
A8873,Aishwarya,9381129730,Miscellaneous,Pinky,20/10/2024,5:00 PM,Completed,Walk-in
A4796,Aishwarya,9256779512,De-tan,Malar,21/10/2024,10:00 AM,Scheduled,Instagram
A6825,Meena,9445482969,Massage,Anjali,21/10/2024,11:00 AM,Completed,Instagram
A1770,Divya,9309534922,Pedicure,Pinky,21/10/2024,12:00 PM,Completed,Walk-in
A2983,Harini,9694553204,Waxing,Pinky,21/10/2024,3:00 PM,No-show,Instagram
A4945,Nisha,9670398008,De-tan,Anjali,21/10/2024,5:00 PM,Scheduled,WhatsApp
A9312,Sandhya,9896631118,Hair Cut,Malar,22/10/2024,10:00 AM,Scheduled,Walk-in
A5913,Keerthana,9757151118,Bleaching,Anjali,22/10/2024,11:00 AM,No-show,Walk-in
A2409,Harini,9506753534,Facial,Malar,22/10/2024,12:00 PM,Scheduled,Walk-in
A3567,Anjali,9798542844,Threading,Poornima,22/10/2024,3:00 PM,Completed,WhatsApp
A9190,Priya,9881067030,Massage,Malar,22/10/2024,5:00 PM,Scheduled,Walk-in
A9826,Kavya,9751930062,Bleaching,Anjali,23/10/2024,10:00 AM,Completed,WhatsApp
A8069,Kavya,9270644442,Hair Cut,Pinky,23/10/2024,11:00 AM,Scheduled,Instagram
A4390,Anjali,9930089408,Pedicure,Poornima,23/10/2024,12:00 PM,Completed,WhatsApp
A3931,Harini,9816272618,Miscellaneous,Suganya Sri,23/10/2024,3:00 PM,Completed,Instagram
A2688,Priya,9321769189,Hair Cut,Suganya Sri,23/10/2024,5:00 PM,Scheduled,Instagram
A9086,Latha,9190460365,Threading,Anjali,24/10/2024,10:00 AM,Scheduled,Walk-in
A8155,Deepa,9903574634,Miscellaneous,Pinky,24/10/2024,11:00 AM,No-show,Instagram
A1239,Harini,9980115796,Facial,Poornima,24/10/2024,12:00 PM,Completed,WhatsApp
A3186,Aishwarya,9245603475,Manicure,Malar,24/10/2024,3:00 PM,Scheduled,WhatsApp
A2767,Ranjani,9909639125,Pedicure,Malar,24/10/2024,5:00 PM,Scheduled,Walk-in
A9342,Deepa,9775342966,Facial,Anjali,25/10/2024,10:00 AM,No-show,WhatsApp
A6542,Deepa,9527816207,Massage,Poornima,25/10/2024,11:00 AM,Scheduled,Walk-in
A3145,Shruthi,9862510057,Facial,Anjali,25/10/2024,12:00 PM,Completed,Instagram
A4592,Priya,9273180311,De-tan,Malar,25/10/2024,3:00 PM,Completed,Walk-in
A4525,Sandhya,9771730323,Waxing,Suganya Sri,25/10/2024,5:00 PM,No-show,WhatsApp
A9235,Aishwarya,9951451536,De-tan,Poornima,26/10/2024,10:00 AM,Completed,WhatsApp
A4628,Swathi,9470730898,Hair Cut,Malar,26/10/2024,11:00 AM,Completed,WhatsApp
A2610,Aishwarya,9147898907,Waxing,Suganya Sri,26/10/2024,12:00 PM,Scheduled,Walk-in
A3102,Divya,9850228604,Massage,Suganya Sri,26/10/2024,3:00 PM,Scheduled,Walk-in
A5387,Swathi,9133927947,De-tan,Poornima,26/10/2024,5:00 PM,Scheduled,Instagram
A1101,Meena,9456103146,Pedicure,Malar,27/10/2024,10:00 AM,No-show,WhatsApp
A6499,Sangeetha,9466106070,Facial,Anjali,27/10/2024,11:00 AM,Completed,WhatsApp
A5515,Priya,9333167608,Bleaching,Suganya Sri,27/10/2024,12:00 PM,Scheduled,Instagram
A7534,Anjali,9738367700,Miscellaneous,Pinky,27/10/2024,3:00 PM,No-show,Walk-in
A5424,Meena,9669325768,Manicure,Pinky,27/10/2024,5:00 PM,No-show,WhatsApp
A1257,Harini,9293959879,Massage,Poornima,28/10/2024,10:00 AM,Scheduled,WhatsApp
A9780,Keerthana,9978477072,Manicure,Suganya Sri,28/10/2024,11:00 AM,No-show,Instagram
A5415,Meena,9622554420,De-tan,Poornima,28/10/2024,12:00 PM,Completed,Walk-in
A4723,Sangeetha,9668390528,De-tan,Anjali,28/10/2024,3:00 PM,Scheduled,Walk-in
A7247,Shruthi,9547334526,Wash,Suganya Sri,28/10/2024,5:00 PM,Completed,WhatsApp
A1185,Anjali,9939102599,Facial,Suganya Sri,29/10/2024,10:00 AM,Scheduled,WhatsApp
A8151,Ranjani,9395462524,Miscellaneous,Pinky,29/10/2024,11:00 AM,Completed,Instagram
A4029,Latha,9476034565,Wash,Pinky,29/10/2024,12:00 PM,Scheduled,WhatsApp
A9575,Shruthi,9318075446,Bleaching,Anjali,29/10/2024,3:00 PM,Scheduled,Walk-in
A7139,Soumya,9952594461,Massage,Malar,29/10/2024,5:00 PM,Scheduled,Walk-in
A5310,Meena,9129676838,Waxing,Malar,30/10/2024,10:00 AM,Completed,Instagram
A2931,Sandhya,9161635046,Bleaching,Poornima,30/10/2024,11:00 AM,No-show,Instagram
A9647,Nisha,9382656290,Waxing,Poornima,30/10/2024,12:00 PM,Completed,WhatsApp
A7601,Swathi,9719710968,Bleaching,Anjali,30/10/2024,3:00 PM,Completed,Walk-in
A3786,Sandhya,9845547798,Bleaching,Suganya Sri,30/10/2024,5:00 PM,Scheduled,Walk-in
A9657,Keerthana,9273927647,Manicure,Anjali,31/10/2024,10:00 AM,No-show,WhatsApp
A9374,Sangeetha,9915903858,Threading,Suganya Sri,31/10/2024,11:00 AM,No-show,WhatsApp
A4106,Priya,9194946580,Manicure,Suganya Sri,31/10/2024,12:00 PM,Completed,Walk-in
A1268,Sangeetha,9173419960,Facial,Malar,31/10/2024,3:00 PM,Completed,WhatsApp
A9275,Latha,9578790480,Hair Cut,Malar,31/10/2024,5:00 PM,No-show,WhatsApp
A6374,Shruthi,9998564612,Miscellaneous,Poornima,01/11/2024,10:00 AM,No-show,WhatsApp
A7388,Kavya,9614361199,Wash,Anjali,01/11/2024,11:00 AM,Completed,Walk-in
A2349,Nisha,9204536380,Hair Cut,Poornima,01/11/2024,12:00 PM,Completed,Walk-in
A3897,Aishwarya,9772118628,Threading,Malar,01/11/2024,3:00 PM,Completed,WhatsApp
A1451,Anjali,9472494288,Hair Cut,Poornima,01/11/2024,5:00 PM,Scheduled,Walk-in
A7444,Divya,9737668102,Facial,Malar,02/11/2024,10:00 AM,No-show,Walk-in
A3673,Ranjani,9324444209,Hair Cut,Malar,02/11/2024,11:00 AM,Scheduled,WhatsApp
A7969,Ranjani,9446894588,Manicure,Poornima,02/11/2024,12:00 PM,Scheduled,Instagram
A6788,Nisha,9652901162,Waxing,Anjali,02/11/2024,3:00 PM,Completed,Walk-in
A1294,Divya,9203793797,Pedicure,Poornima,02/11/2024,5:00 PM,No-show,Instagram
A5532,Priya,9871635842,Bleaching,Pinky,03/11/2024,10:00 AM,Completed,Instagram
A1829,Deepa,9810476300,Manicure,Malar,03/11/2024,11:00 AM,No-show,Instagram
A6111,Latha,9162769362,Bleaching,Poornima,03/11/2024,12:00 PM,No-show,Walk-in
A5137,Latha,9896394466,Threading,Poornima,03/11/2024,3:00 PM,No-show,WhatsApp
A6594,Aishwarya,9622651893,Waxing,Pinky,03/11/2024,5:00 PM,Completed,Instagram
A8135,Sangeetha,9776621669,Waxing,Suganya Sri,04/11/2024,10:00 AM,Scheduled,WhatsApp
A9368,Kavya,9278803166,De-tan,Anjali,04/11/2024,11:00 AM,No-show,WhatsApp
A6832,Harini,9230730615,Wash,Anjali,04/11/2024,12:00 PM,Completed,Walk-in
A2874,Harini,9157989853,Manicure,Malar,04/11/2024,3:00 PM,Completed,Walk-in
A7539,Meena,9350196211,Threading,Pinky,04/11/2024,5:00 PM,Scheduled,Instagram
A1494,Meena,9417807446,Miscellaneous,Pinky,05/11/2024,10:00 AM,Scheduled,Instagram
A3193,Harini,9445761523,Manicure,Pinky,05/11/2024,11:00 AM,Scheduled,Instagram
A1413,Ranjani,9554524887,Threading,Pinky,05/11/2024,12:00 PM,No-show,WhatsApp
A3970,Keerthana,9444487807,Wash,Pinky,05/11/2024,3:00 PM,Completed,Walk-in
A3264,Meena,9134742039,De-tan,Anjali,05/11/2024,5:00 PM,Completed,WhatsApp
A7429,Keerthana,9198266628,Manicure,Anjali,06/11/2024,10:00 AM,Scheduled,Instagram
A3509,Priya,9708045179,Massage,Pinky,06/11/2024,11:00 AM,No-show,WhatsApp
A6022,Keerthana,9749153231,Wash,Anjali,06/11/2024,12:00 PM,Scheduled,Walk-in
A5736,Latha,9513073854,Waxing,Anjali,06/11/2024,3:00 PM,No-show,Instagram
A9167,Priya,9399311198,Waxing,Suganya Sri,06/11/2024,5:00 PM,No-show,WhatsApp
A4527,Soumya,9998066586,Massage,Anjali,07/11/2024,10:00 AM,Completed,Walk-in
A1366,Sangeetha,9245135157,Waxing,Pinky,07/11/2024,11:00 AM,No-show,WhatsApp
A9220,Divya,9505743594,Miscellaneous,Malar,07/11/2024,12:00 PM,Completed,Instagram
A9241,Meena,9960002877,Miscellaneous,Malar,07/11/2024,3:00 PM,Completed,WhatsApp
A5995,Aishwarya,9406388340,Threading,Pinky,07/11/2024,5:00 PM,No-show,Walk-in
A3218,Soumya,9320378887,Hair Cut,Suganya Sri,08/11/2024,10:00 AM,Completed,Instagram
A4999,Keerthana,9398336490,Waxing,Malar,08/11/2024,11:00 AM,Completed,Walk-in
A4927,Deepa,9848594600,Massage,Malar,08/11/2024,12:00 PM,Scheduled,Instagram
A5397,Deepa,9619364391,Bleaching,Malar,08/11/2024,3:00 PM,No-show,Instagram
A2690,Anjali,9681323508,Waxing,Malar,08/11/2024,5:00 PM,Scheduled,Instagram
A4146,Sangeetha,9673065041,Miscellaneous,Pinky,09/11/2024,10:00 AM,Scheduled,Walk-in
A1929,Sandhya,9686139107,Bleaching,Poornima,09/11/2024,11:00 AM,Scheduled,Instagram
A8844,Ranjani,9568376801,Waxing,Anjali,09/11/2024,12:00 PM,Completed,Walk-in
A6547,Swathi,9918653572,Threading,Anjali,09/11/2024,3:00 PM,Completed,WhatsApp
A9973,Kavya,9894064804,Facial,Malar,09/11/2024,5:00 PM,Completed,Instagram
A9485,Divya,9773503006,Massage,Pinky,10/11/2024,10:00 AM,Completed,WhatsApp
A9977,Kavya,9243930535,Waxing,Malar,10/11/2024,11:00 AM,Scheduled,WhatsApp
A5605,Deepa,9571174974,De-tan,Poornima,10/11/2024,12:00 PM,No-show,Walk-in
A9536,Harini,9948264432,Pedicure,Anjali,10/11/2024,3:00 PM,Scheduled,Walk-in
A6823,Nisha,9765565153,Threading,Poornima,10/11/2024,5:00 PM,Scheduled,WhatsApp
A9671,Anjali,9998592067,Facial,Poornima,11/11/2024,10:00 AM,Completed,Instagram
A9985,Aishwarya,9274695125,Facial,Malar,11/11/2024,11:00 AM,Scheduled,Walk-in
A7341,Nisha,9589306357,Bleaching,Malar,11/11/2024,12:00 PM,No-show,WhatsApp
A2878,Harini,9602742915,Miscellaneous,Suganya Sri,11/11/2024,3:00 PM,No-show,Walk-in
A5637,Nisha,9915356204,Manicure,Malar,11/11/2024,5:00 PM,Scheduled,Instagram
A2408,Shruthi,9402963307,Waxing,Malar,12/11/2024,10:00 AM,Scheduled,WhatsApp
A4667,Anjali,9402318509,Facial,Anjali,12/11/2024,11:00 AM,No-show,Instagram
A6507,Nisha,9256194921,Hair Cut,Poornima,12/11/2024,12:00 PM,No-show,WhatsApp
A6184,Anjali,9824170415,Threading,Anjali,12/11/2024,3:00 PM,Scheduled,Instagram
A7760,Swathi,9217950672,Waxing,Poornima,12/11/2024,5:00 PM,Completed,WhatsApp
A6026,Ranjani,9817569389,Waxing,Anjali,13/11/2024,10:00 AM,Completed,WhatsApp
A1626,Sandhya,9463202459,Miscellaneous,Pinky,13/11/2024,11:00 AM,Scheduled,Walk-in
A4777,Sangeetha,9564427393,Pedicure,Suganya Sri,13/11/2024,12:00 PM,Scheduled,WhatsApp
A2594,Swathi,9167502775,Manicure,Malar,13/11/2024,3:00 PM,No-show,Instagram
A9116,Latha,9746685480,Bleaching,Pinky,13/11/2024,5:00 PM,No-show,Walk-in
A3921,Meena,9409585992,Threading,Poornima,14/11/2024,10:00 AM,No-show,WhatsApp
A5983,Meena,9971021487,Hair Cut,Anjali,14/11/2024,11:00 AM,Scheduled,Walk-in
A1344,Meena,9389435851,Manicure,Poornima,14/11/2024,12:00 PM,Scheduled,Instagram
A4958,Shruthi,9522983147,De-tan,Poornima,14/11/2024,3:00 PM,No-show,WhatsApp
A6892,Aishwarya,9393427840,Threading,Malar,14/11/2024,5:00 PM,Completed,Walk-in
A1828,Keerthana,9786720714,Threading,Poornima,15/11/2024,10:00 AM,Completed,Walk-in
A1779,Anjali,9247003449,Hair Cut,Poornima,15/11/2024,11:00 AM,Completed,Instagram
A7906,Harini,9968434203,Pedicure,Anjali,15/11/2024,12:00 PM,Completed,Instagram
A9938,Sangeetha,9788891476,Waxing,Suganya Sri,15/11/2024,3:00 PM,No-show,Instagram
A7155,Sangeetha,9990436612,Manicure,Anjali,15/11/2024,5:00 PM,No-show,WhatsApp
A3672,Meena,9827652074,Threading,Poornima,16/11/2024,10:00 AM,Scheduled,Walk-in
A3595,Deepa,9221122376,Pedicure,Suganya Sri,16/11/2024,11:00 AM,Completed,Walk-in
A4045,Anjali,9201715488,Miscellaneous,Poornima,16/11/2024,12:00 PM,Scheduled,Walk-in
A7996,Divya,9280541264,Miscellaneous,Malar,16/11/2024,3:00 PM,Completed,Instagram
A3982,Latha,9668343879,Pedicure,Anjali,16/11/2024,5:00 PM,No-show,WhatsApp
A3103,Soumya,9704025705,Manicure,Pinky,17/11/2024,10:00 AM,Completed,Instagram
A7417,Latha,9437878702,Miscellaneous,Malar,17/11/2024,11:00 AM,No-show,WhatsApp
A7666,Soumya,9657208341,Bleaching,Suganya Sri,17/11/2024,12:00 PM,Scheduled,Walk-in
A1803,Shruthi,9591126085,Manicure,Poornima,17/11/2024,3:00 PM,Scheduled,WhatsApp
A2855,Kavya,9841500207,Waxing,Pinky,17/11/2024,5:00 PM,Scheduled,Walk-in
A7449,Kavya,9821673477,Hair Cut,Anjali,18/11/2024,10:00 AM,No-show,WhatsApp
A4814,Anjali,9297751458,Manicure,Malar,18/11/2024,11:00 AM,No-show,Instagram
A9142,Latha,9213207372,Threading,Suganya Sri,18/11/2024,12:00 PM,No-show,WhatsApp
A2745,Sangeetha,9454138904,Threading,Malar,18/11/2024,3:00 PM,No-show,Instagram
A2289,Anjali,9703830253,Wash,Suganya Sri,18/11/2024,5:00 PM,No-show,Walk-in
A3980,Meena,9686608486,Manicure,Pinky,19/11/2024,10:00 AM,No-show,WhatsApp
A4712,Swathi,9320817637,Pedicure,Malar,19/11/2024,11:00 AM,Scheduled,Instagram
A6786,Kavya,9240774078,Hair Cut,Suganya Sri,19/11/2024,12:00 PM,Completed,WhatsApp
A8398,Shruthi,9470184037,De-tan,Anjali,19/11/2024,3:00 PM,No-show,WhatsApp
A2221,Harini,9504945934,Miscellaneous,Pinky,19/11/2024,5:00 PM,Scheduled,Walk-in
