Bill Date & Time,Timestamp,Name,Phone Number,Waxing,Facial,De-tan,Pedicure,Manicure,Bleaching,Wash,Massage,Threading,Hair Cut,Miscellaneous,Bill Amount,Service done by,Payment Mode,Helper for S,Bill Date,week,Name of the day
06/07/2025 00:38:14,06/07/2025 00:38:14,Sakshi Kumar,+91 9180552696,False,False,True,False,False,False,False,False,True,False,,956,Priya,Cash,Helper1,06/07/2025,27,Sunday
14/08/2025 00:09:14,14/08/2025 00:09:14,Anjali Sharma,+91 6848666188,False,True,True,False,True,False,False,False,False,False,,1520,Sneha,Card,Helper3,14/08/2025,33,Thursday
16/09/2025 06:47:14,16/09/2025 06:47:14,Sakshi Kumar,+91 1463031617,True,False,False,False,True,False,False,False,False,True,,913,Sneha,Cash,Helper2,16/09/2025,38,Tuesday
13/10/2025 02:40:14,13/10/2025 02:40:14,Aditi Joshi,+91 4252410564,False,True,False,False,True,False,False,False,False,True,,2097,Anjali,Cash,,13/10/2025,42,Monday
30/10/2025 23:30:14,30/10/2025 23:30:14,Neha Singh,+91 4191380003,False,False,False,False,False,False,False,True,False,False,,572,Kavita,Card,Helper2,30/10/2025,44,Thursday
17/06/2025 05:58:14,17/06/2025 05:58:14,Nisha Verma,+91 6353654195,False,False,False,False,False,False,False,False,True,False,,253,Sneha,Card,Helper1,17/06/2025,25,Tuesday
17/09/2025 23:03:14,17/09/2025 23:03:14,Simran Kaur,+91 4451870534,False,False,False,True,True,False,False,True,False,False,,1682,Ritu,Card,Helper2,17/09/2025,38,Wednesday
09/06/2025 03:08:14,09/06/2025 03:08:14,Kavita Reddy,+91 8505064138,False,False,False,False,False,False,True,False,False,False,,703,Priya,Card,Helper3,09/06/2025,24,Monday
30/06/2025 22:05:14,30/06/2025 22:05:14,Kavita Reddy,+91 8657191826,False,False,False,False,False,False,False,False,False,True,,781,Priya,Wallet,Helper2,30/06/2025,27,Monday
07/08/2025 01:23:14,07/08/2025 01:23:14,Ritu Mehta,+91 6557431329,False,False,True,False,False,False,False,False,False,False,,308,Sneha,Wallet,,07/08/2025,32,Thursday
27/08/2025 03:14:14,27/08/2025 03:14:14,Aditi Joshi,+91 5374741124,True,False,False,True,False,False,False,False,False,True,,1179,Sneha,UPI,,27/08/2025,35,Wednesday
16/10/2025 21:50:14,16/10/2025 21:50:14,Sneha Gupta,+91 4206788317,False,False,True,False,False,False,False,False,False,False,,324,Priya,Cash,Helper2,16/10/2025,42,Thursday
11/07/2025 00:59:14,11/07/2025 00:59:14,Pooja Desai,+91 5199410137,False,True,False,False,False,False,False,False,False,False,,539,Priya,Cash,,11/07/2025,28,Friday
20/06/2025 00:06:14,20/06/2025 00:06:14,Divya Rao,+91 6670662532,False,False,False,False,True,False,False,True,False,False,,587,Ritu,Card,Helper3,20/06/2025,25,Friday
13/10/2025 04:03:14,13/10/2025 04:03:14,Aditi Joshi,+91 7014626383,True,False,False,False,False,False,True,False,True,False,,2015,Kavita,UPI,Helper3,13/10/2025,42,Monday
15/09/2025 01:18:14,15/09/2025 01:18:14,Anjali Sharma,+91 5930407859,False,False,True,False,False,False,False,False,False,False,,302,Sneha,Card,Helper3,15/09/2025,38,Monday
22/10/2025 08:10:14,22/10/2025 08:10:14,Kavita Reddy,+91 9652239559,False,False,False,False,False,True,False,False,False,False,,781,Ritu,Card,Helper2,22/10/2025,43,Wednesday
12/10/2025 05:26:14,12/10/2025 05:26:14,Neha Singh,+91 7010393087,False,False,False,False,False,True,False,False,False,False,,406,Sneha,UPI,Helper2,12/10/2025,41,Sunday
28/08/2025 21:08:14,28/08/2025 21:08:14,Neha Singh,+91 9218515691,False,False,False,False,True,True,False,False,False,False,,700,Kavita,Wallet,Helper3,28/08/2025,35,Thursday
22/07/2025 08:42:14,22/07/2025 08:42:14,Nisha Verma,+91 9539264422,True,False,False,False,False,False,True,False,False,True,,1337,Ritu,Cash,,22/07/2025,30,Tuesday
14/07/2025 02:54:14,14/07/2025 02:54:14,Priya Patel,+91 3552157043,False,True,False,False,False,False,False,False,False,False,,558,Anjali,Cash,Helper1,14/07/2025,29,Monday
20/06/2025 03:35:14,20/06/2025 03:35:14,Nisha Verma,+91 6267658617,False,False,True,True,False,False,False,True,False,False,,1010,Priya,UPI,Helper3,20/06/2025,25,Friday
03/07/2025 22:28:14,03/07/2025 22:28:14,Neha Singh,+91 6218159970,False,False,True,False,False,False,True,False,False,False,,614,Priya,UPI,Helper2,03/07/2025,27,Thursday
26/07/2025 03:51:14,26/07/2025 03:51:14,Aditi Joshi,+91 8444310698,True,False,True,False,False,False,False,False,False,False,,772,Kavita,Cash,Helper3,26/07/2025,30,Saturday
24/11/2025 07:45:14,24/11/2025 07:45:14,Simran Kaur,+91 3103241714,False,False,False,False,False,False,False,True,False,True,,764,Ritu,Wallet,Helper2,24/11/2025,48,Monday
10/09/2025 03:30:14,10/09/2025 03:30:14,Neha Singh,+91 7047743490,False,True,False,False,False,False,False,False,False,False,,287,Anjali,Wallet,Helper2,10/09/2025,37,Wednesday
26/10/2025 22:00:14,26/10/2025 22:00:14,Pooja Desai,+91 8687937416,True,False,True,False,False,False,False,False,True,False,,1359,Sneha,Card,Helper2,26/10/2025,43,Sunday
09/07/2025 21:34:14,09/07/2025 21:34:14,Priya Patel,+91 6329451168,False,False,False,False,False,True,False,False,True,False,,1214,Kavita,Cash,,09/07/2025,28,Wednesday
06/07/2025 03:16:14,06/07/2025 03:16:14,Neha Singh,+91 9991191485,False,False,False,False,True,False,True,False,False,False,,1482,Ritu,Wallet,Helper1,06/07/2025,27,Sunday
22/07/2025 01:32:14,22/07/2025 01:32:14,Neha Singh,+91 9960653074,True,False,False,False,False,True,False,False,False,False,,1028,Anjali,Wallet,Helper1,22/07/2025,30,Tuesday
04/08/2025 23:26:14,04/08/2025 23:26:14,Nisha Verma,+91 7546913736,False,False,False,False,False,True,False,True,True,False,,1346,Priya,UPI,,04/08/2025,32,Monday
12/07/2025 06:03:14,12/07/2025 06:03:14,Divya Rao,+91 0233030705,False,False,False,True,True,True,False,False,False,False,,1998,Priya,Cash,Helper2,12/07/2025,28,Saturday
11/09/2025 04:45:14,11/09/2025 04:45:14,Simran Kaur,+91 2798552414,False,False,False,False,False,False,True,False,False,False,,250,Sneha,Card,Helper2,11/09/2025,37,Thursday
20/11/2025 00:50:14,20/11/2025 00:50:14,Kavita Reddy,+91 4680072290,False,False,False,False,True,False,False,False,False,False,,512,Anjali,Wallet,,20/11/2025,47,Thursday
05/09/2025 04:23:14,05/09/2025 04:23:14,Kavita Reddy,+91 7489691085,False,False,False,False,True,False,False,False,True,True,,1268,Anjali,UPI,Helper3,05/09/2025,36,Friday
17/08/2025 01:48:14,17/08/2025 01:48:14,Nisha Verma,+91 4328309652,True,False,False,False,True,False,False,True,False,False,,1707,Kavita,Cash,Helper2,17/08/2025,33,Sunday
03/09/2025 08:52:14,03/09/2025 08:52:14,Kavita Reddy,+91 8758428241,False,False,True,False,True,False,False,False,False,False,,1159,Anjali,Cash,Helper2,03/09/2025,36,Wednesday
06/09/2025 00:54:14,06/09/2025 00:54:14,Sneha Gupta,+91 6554947170,False,True,False,False,False,False,False,True,False,True,,1433,Kavita,UPI,,06/09/2025,36,Saturday
20/06/2025 23:15:14,20/06/2025 23:15:14,Kavita Reddy,+91 5697252175,True,False,True,False,False,True,False,False,False,False,,1346,Sneha,Card,Helper2,20/06/2025,25,Friday
10/10/2025 22:15:14,10/10/2025 22:15:14,Divya Rao,+91 6666760083,True,False,False,False,False,True,False,False,False,True,,1356,Priya,Card,Helper2,10/10/2025,41,Friday
02/12/2025 02:26:14,02/12/2025 02:26:14,Neha Singh,+91 1689421044,False,False,False,False,False,False,False,False,True,True,,1189,Sneha,UPI,,02/12/2025,49,Tuesday
07/09/2025 00:17:14,07/09/2025 00:17:14,Pooja Desai,+91 0332309821,True,False,False,False,False,False,True,False,False,False,,1208,Ritu,Cash,Helper1,07/09/2025,36,Sunday
23/11/2025 22:48:14,23/11/2025 22:48:14,Anjali Sharma,+91 0167618472,True,False,False,False,False,False,False,False,False,False,,508,Kavita,Cash,Helper3,23/11/2025,47,Sunday
14/11/2025 06:51:14,14/11/2025 06:51:14,Neha Singh,+91 6189141173,False,False,False,True,True,False,False,False,False,True,,1687,Sneha,Cash,,14/11/2025,46,Friday
31/07/2025 09:06:14,31/07/2025 09:06:14,Simran Kaur,+91 5300119721,False,True,False,False,True,False,False,False,False,True,,1606,Anjali,Wallet,Helper1,31/07/2025,31,Thursday
03/07/2025 00:02:14,03/07/2025 00:02:14,Anjali Sharma,+91 4556110022,False,False,False,False,False,True,False,True,False,False,,769,Anjali,UPI,Helper2,03/07/2025,27,Thursday
07/07/2025 03:32:14,07/07/2025 03:32:14,Simran Kaur,+91 4676212021,False,False,False,False,False,False,False,True,False,True,,1430,Sneha,Wallet,Helper3,07/07/2025,28,Monday
10/11/2025 22:02:14,10/11/2025 22:02:14,Sakshi Kumar,+91 2771670145,False,False,False,False,False,False,False,False,True,False,,790,Ritu,Card,Helper3,10/11/2025,46,Monday
18/10/2025 05:51:14,18/10/2025 05:51:14,Nisha Verma,+91 9163756289,True,False,False,False,False,False,False,False,False,False,,360,Ritu,Wallet,,18/10/2025,42,Saturday
19/07/2025 22:55:14,19/07/2025 22:55:14,Simran Kaur,+91 5354083866,False,True,False,False,False,False,False,False,False,False,,670,Kavita,Wallet,Helper1,19/07/2025,29,Saturday
13/10/2025 04:27:14,13/10/2025 04:27:14,Priya Patel,+91 7016608801,False,False,False,True,True,False,False,False,False,True,,1788,Priya,Card,,13/10/2025,42,Monday
31/08/2025 05:56:14,31/08/2025 05:56:14,Divya Rao,+91 9757113055,False,False,False,False,True,True,False,False,True,False,,922,Kavita,Card,,31/08/2025,35,Sunday
05/07/2025 01:46:14,05/07/2025 01:46:14,Kavita Reddy,+91 3163735160,False,True,False,False,False,False,False,True,False,True,,1721,Kavita,Cash,Helper1,05/07/2025,27,Saturday
27/10/2025 04:00:14,27/10/2025 04:00:14,Divya Rao,+91 7829221699,False,False,False,False,False,False,True,False,True,False,,1082,Anjali,Wallet,Helper3,27/10/2025,44,Monday
22/08/2025 04:58:14,22/08/2025 04:58:14,Neha Singh,+91 2698485833,False,False,False,False,False,False,False,False,False,True,,497,Anjali,Card,Helper2,22/08/2025,34,Friday
14/10/2025 05:51:14,14/10/2025 05:51:14,Sakshi Kumar,+91 5158799684,True,False,False,False,False,False,False,False,True,False,,534,Kavita,Card,Helper1,14/10/2025,42,Tuesday
25/11/2025 21:19:14,25/11/2025 21:19:14,Sneha Gupta,+91 2442043805,False,True,False,False,False,False,False,False,True,False,,1203,Kavita,Card,Helper3,25/11/2025,48,Tuesday
02/12/2025 07:10:14,02/12/2025 07:10:14,Pooja Desai,+91 6658004397,False,False,False,False,False,True,False,False,False,False,,759,Ritu,Card,Helper2,02/12/2025,49,Tuesday
22/08/2025 04:18:14,22/08/2025 04:18:14,Sakshi Kumar,+91 1228160648,False,False,True,False,False,False,False,False,False,True,,1259,Priya,UPI,,22/08/2025,34,Friday
16/07/2025 21:16:14,16/07/2025 21:16:14,Ritu Mehta,+91 9094798515,False,True,True,True,False,False,False,False,False,False,,1705,Ritu,Wallet,Helper1,16/07/2025,29,Wednesday
05/09/2025 01:03:14,05/09/2025 01:03:14,Kavita Reddy,+91 5554398780,False,False,False,False,False,True,False,False,False,False,,656,Sneha,Card,Helper1,05/09/2025,36,Friday
29/11/2025 02:31:14,29/11/2025 02:31:14,Priya Patel,+91 6484085887,True,False,False,False,True,False,False,False,False,False,,925,Ritu,Cash,Helper1,29/11/2025,48,Saturday
20/07/2025 05:41:14,20/07/2025 05:41:14,Anjali Sharma,+91 1336138612,False,False,False,False,False,False,False,True,False,False,,539,Priya,Cash,Helper1,20/07/2025,29,Sunday
20/06/2025 23:57:14,20/06/2025 23:57:14,Sneha Gupta,+91 8193466766,True,False,False,False,False,False,True,False,False,False,,1068,Priya,Cash,Helper1,20/06/2025,25,Friday
03/12/2025 22:29:14,03/12/2025 22:29:14,Aditi Joshi,+91 1449147660,False,False,True,False,False,False,False,False,True,False,,764,Kavita,UPI,Helper2,03/12/2025,49,Wednesday
23/08/2025 08:03:14,23/08/2025 08:03:14,Nisha Verma,+91 5088210099,False,False,False,False,False,False,False,False,True,True,,799,Sneha,UPI,Helper2,23/08/2025,34,Saturday
21/09/2025 08:01:14,21/09/2025 08:01:14,Aditi Joshi,+91 2223943129,False,False,False,False,False,False,False,False,True,False,,672,Ritu,Cash,Helper3,21/09/2025,38,Sunday
25/11/2025 22:23:14,25/11/2025 22:23:14,Priya Patel,+91 3975523149,False,False,False,True,False,False,False,False,False,False,,525,Kavita,Wallet,Helper3,25/11/2025,48,Tuesday
12/11/2025 07:26:14,12/11/2025 07:26:14,Nisha Verma,+91 9299556205,False,False,False,True,False,False,False,False,False,False,,646,Anjali,UPI,Helper2,12/11/2025,46,Wednesday
28/11/2025 08:28:14,28/11/2025 08:28:14,Simran Kaur,+91 7754781291,False,False,True,False,False,False,False,False,True,False,,870,Priya,Cash,Helper1,28/11/2025,48,Friday
15/10/2025 07:08:14,15/10/2025 07:08:14,Divya Rao,+91 9693084887,False,False,True,False,False,True,True,False,False,False,,1262,Kavita,Cash,,15/10/2025,42,Wednesday
09/09/2025 05:07:14,09/09/2025 05:07:14,Sakshi Kumar,+91 3928272299,False,False,True,False,False,True,False,True,False,False,,1364,Sneha,Cash,Helper3,09/09/2025,37,Tuesday
10/09/2025 00:09:14,10/09/2025 00:09:14,Sakshi Kumar,+91 3856770051,False,False,False,False,True,False,False,False,True,True,,2332,Sneha,Wallet,,10/09/2025,37,Wednesday
09/09/2025 06:48:14,09/09/2025 06:48:14,Priya Patel,+91 8463865577,True,False,True,False,False,False,False,False,True,False,,1454,Priya,UPI,Helper2,09/09/2025,37,Tuesday
15/07/2025 23:17:14,15/07/2025 23:17:14,Ritu Mehta,+91 9136517773,True,False,True,False,False,False,True,False,False,False,,1023,Ritu,Card,Helper2,15/07/2025,29,Tuesday
16/11/2025 05:09:14,16/11/2025 05:09:14,Divya Rao,+91 2024286990,False,True,False,True,True,False,False,False,False,False,,2034,Sneha,Card,,16/11/2025,46,Sunday
07/11/2025 23:57:14,07/11/2025 23:57:14,Divya Rao,+91 2984257991,False,False,False,False,False,False,True,False,False,False,,594,Sneha,Cash,Helper1,07/11/2025,45,Friday
29/07/2025 06:02:14,29/07/2025 06:02:14,Aditi Joshi,+91 6291279908,False,True,False,False,False,False,False,True,False,True,,1286,Kavita,Wallet,Helper3,29/07/2025,31,Tuesday
19/06/2025 08:40:14,19/06/2025 08:40:14,Pooja Desai,+91 3765991624,False,True,False,True,False,False,False,False,False,False,,1246,Kavita,UPI,Helper2,19/06/2025,25,Thursday
09/06/2025 08:54:14,09/06/2025 08:54:14,Anjali Sharma,+91 9818063565,False,False,True,False,False,False,False,False,False,False,,636,Ritu,UPI,Helper3,09/06/2025,24,Monday
23/10/2025 03:43:14,23/10/2025 03:43:14,Ritu Mehta,+91 9463688725,False,False,False,False,True,False,False,True,True,False,,1857,Kavita,Card,Helper1,23/10/2025,43,Thursday
05/08/2025 04:57:14,05/08/2025 04:57:14,Nisha Verma,+91 2138658902,True,True,False,False,False,False,False,False,False,False,,1030,Ritu,Wallet,Helper1,05/08/2025,32,Tuesday
24/06/2025 01:21:14,24/06/2025 01:21:14,Ritu Mehta,+91 1906698490,False,False,False,False,False,False,False,True,False,False,,649,Priya,Card,Helper3,24/06/2025,26,Tuesday
26/07/2025 21:57:14,26/07/2025 21:57:14,Divya Rao,+91 8839205302,False,False,False,False,True,False,False,False,False,False,,609,Anjali,Wallet,,26/07/2025,30,Saturday
05/11/2025 00:40:14,05/11/2025 00:40:14,Anjali Sharma,+91 1184895543,False,False,False,True,False,False,True,True,False,False,,1459,Sneha,Wallet,Helper1,05/11/2025,45,Wednesday
28/10/2025 22:39:14,28/10/2025 22:39:14,Sneha Gupta,+91 5184894769,False,False,False,True,False,True,False,False,False,False,,1340,Ritu,Cash,,28/10/2025,44,Tuesday
07/07/2025 01:11:14,07/07/2025 01:11:14,Pooja Desai,+91 3356588043,False,True,False,False,False,False,True,False,False,False,,827,Ritu,Card,,07/07/2025,28,Monday
27/08/2025 02:20:14,27/08/2025 02:20:14,Divya Rao,+91 4237333433,False,False,False,True,False,False,False,False,False,False,,564,Sneha,Cash,Helper1,27/08/2025,35,Wednesday
28/06/2025 07:49:14,28/06/2025 07:49:14,Simran Kaur,+91 9080759579,False,False,True,False,False,False,False,True,False,False,,1209,Kavita,Card,Helper2,28/06/2025,26,Saturday
21/06/2025 05:58:14,21/06/2025 05:58:14,Pooja Desai,+91 7808562718,True,False,False,False,False,True,False,False,False,False,,627,Kavita,Cash,Helper3,21/06/2025,25,Saturday
08/09/2025 07:02:14,08/09/2025 07:02:14,Sneha Gupta,+91 2843479552,False,False,False,True,False,False,True,False,False,False,,1210,Anjali,Wallet,Helper3,08/09/2025,37,Monday
30/09/2025 23:43:14,30/09/2025 23:43:14,Neha Singh,+91 9314386632,True,False,True,False,False,False,False,True,False,False,,1722,Sneha,UPI,,30/09/2025,40,Tuesday
23/08/2025 01:42:14,23/08/2025 01:42:14,Divya Rao,+91 0612034717,False,False,False,False,True,True,False,False,False,True,,2111,Anjali,UPI,Helper1,23/08/2025,34,Saturday
20/09/2025 22:29:14,20/09/2025 22:29:14,Sakshi Kumar,+91 9399824558,False,True,False,False,False,False,False,True,False,False,,1083,Kavita,Card,Helper2,20/09/2025,38,Saturday
18/11/2025 02:33:14,18/11/2025 02:33:14,Sakshi Kumar,+91 9961125355,False,False,False,False,True,False,True,False,False,True,,1703,Ritu,Wallet,,18/11/2025,47,Tuesday
20/07/2025 00:01:14,20/07/2025 00:01:14,Anjali Sharma,+91 2341326111,True,False,False,False,False,False,False,False,True,False,,832,Ritu,Cash,Helper1,20/07/2025,29,Sunday
14/08/2025 06:16:14,14/08/2025 06:16:14,Priya Patel,+91 6433472282,True,False,False,False,False,False,False,False,False,False,,565,Anjali,Wallet,,14/08/2025,33,Thursday
24/10/2025 01:42:14,24/10/2025 01:42:14,Simran Kaur,+91 2829979688,False,False,False,False,False,True,False,True,False,False,,1184,Priya,Wallet,Helper3,24/10/2025,43,Friday
09/09/2025 03:23:14,09/09/2025 03:23:14,Neha Singh,+91 4008254780,False,False,False,False,True,False,False,True,False,True,,1348,Ritu,Card,Helper1,09/09/2025,37,Tuesday
26/10/2025 02:19:14,26/10/2025 02:19:14,Pooja Desai,+91 8663266341,False,False,False,True,False,False,False,False,True,False,,969,Ritu,UPI,,26/10/2025,43,Sunday
25/07/2025 22:18:14,25/07/2025 22:18:14,Neha Singh,+91 4179749735,False,False,True,False,False,False,False,False,False,False,,250,Ritu,Cash,Helper2,25/07/2025,30,Friday
04/07/2025 01:24:14,04/07/2025 01:24:14,Neha Singh,+91 7031207356,False,False,False,False,False,True,False,True,False,False,,906,Anjali,Cash,Helper2,04/07/2025,27,Friday
22/06/2025 01:56:14,22/06/2025 01:56:14,Pooja Desai,+91 1872346013,False,False,False,True,False,False,False,True,False,False,,637,Kavita,Cash,Helper2,22/06/2025,25,Sunday
07/10/2025 03:50:14,07/10/2025 03:50:14,Sneha Gupta,+91 5208814743,True,False,False,True,False,False,False,False,False,False,,756,Kavita,UPI,Helper1,07/10/2025,41,Tuesday
20/07/2025 01:44:14,20/07/2025 01:44:14,Priya Patel,+91 6300979251,False,False,True,False,False,False,False,False,False,False,,711,Priya,UPI,Helper1,20/07/2025,29,Sunday
23/06/2025 02:48:14,23/06/2025 02:48:14,Neha Singh,+91 8127358573,False,False,False,False,False,False,True,False,False,False,,566,Sneha,UPI,Helper1,23/06/2025,26,Monday
10/10/2025 08:35:14,10/10/2025 08:35:14,Aditi Joshi,+91 4873928557,False,False,False,False,False,False,False,False,True,True,,634,Ritu,Card,,10/10/2025,41,Friday
22/08/2025 01:41:14,22/08/2025 01:41:14,Ritu Mehta,+91 7086209593,False,True,False,False,False,False,False,False,True,False,,990,Ritu,Wallet,Helper2,22/08/2025,34,Friday
11/11/2025 01:27:14,11/11/2025 01:27:14,Pooja Desai,+91 5118102203,False,False,False,False,False,False,False,True,False,False,,396,Priya,Cash,,11/11/2025,46,Tuesday
23/11/2025 04:40:14,23/11/2025 04:40:14,Divya Rao,+91 9405391037,False,False,False,False,False,False,False,True,False,False,,262,Anjali,Wallet,Helper3,23/11/2025,47,Sunday
22/06/2025 06:24:14,22/06/2025 06:24:14,Aditi Joshi,+91 0141381138,False,False,False,True,False,False,False,False,False,True,,1192,Ritu,Card,,22/06/2025,25,Sunday
05/07/2025 07:43:14,05/07/2025 07:43:14,Ritu Mehta,+91 7612286852,False,False,False,False,False,True,False,True,False,True,,1817,Anjali,Wallet,,05/07/2025,27,Saturday
29/08/2025 06:22:14,29/08/2025 06:22:14,Divya Rao,+91 8368457760,True,False,False,False,True,False,False,False,False,True,,1577,Priya,UPI,Helper2,29/08/2025,35,Friday
01/08/2025 02:08:14,01/08/2025 02:08:14,Nisha Verma,+91 4888992107,False,False,True,False,False,False,False,False,False,True,,1046,Ritu,Card,Helper2,01/08/2025,31,Friday
12/08/2025 01:12:14,12/08/2025 01:12:14,Divya Rao,+91 6931572791,True,False,False,False,True,False,True,False,False,False,,1079,Anjali,Wallet,,12/08/2025,33,Tuesday
08/07/2025 00:54:14,08/07/2025 00:54:14,Sakshi Kumar,+91 9060480589,False,False,False,False,False,True,False,False,False,False,,714,Sneha,Card,Helper1,08/07/2025,28,Tuesday
27/11/2025 08:32:14,27/11/2025 08:32:14,Simran Kaur,+91 9981364622,False,True,False,False,False,False,False,True,False,False,,1035,Ritu,Wallet,Helper3,27/11/2025,48,Thursday
29/06/2025 03:39:14,29/06/2025 03:39:14,Pooja Desai,+91 2278376938,False,False,False,True,False,False,False,False,True,True,,1385,Anjali,Cash,Helper1,29/06/2025,26,Sunday
26/11/2025 03:34:14,26/11/2025 03:34:14,Ritu Mehta,+91 5355904259,False,False,True,False,False,False,False,False,False,True,,896,Sneha,Card,Helper3,26/11/2025,48,Wednesday
17/07/2025 09:01:14,17/07/2025 09:01:14,Priya Patel,+91 1039240514,True,False,False,False,False,False,False,True,False,False,,953,Ritu,Card,Helper2,17/07/2025,29,Thursday
25/10/2025 05:55:14,25/10/2025 05:55:14,Sneha Gupta,+91 8792069804,True,False,False,False,False,False,False,False,False,False,,490,Sneha,UPI,Helper1,25/10/2025,43,Saturday
05/10/2025 07:07:14,05/10/2025 07:07:14,Priya Patel,+91 6451046368,False,True,False,False,False,True,False,True,False,False,,1424,Sneha,Wallet,Helper1,05/10/2025,40,Sunday
18/06/2025 01:06:14,18/06/2025 01:06:14,Aditi Joshi,+91 4576205554,False,False,False,False,False,False,False,False,True,False,,482,Priya,UPI,,18/06/2025,25,Wednesday
15/06/2025 05:24:14,15/06/2025 05:24:14,Kavita Reddy,+91 2562168936,False,False,False,False,False,False,False,False,False,True,,356,Kavita,UPI,Helper3,15/06/2025,24,Sunday
30/09/2025 05:15:14,30/09/2025 05:15:14,Kavita Reddy,+91 2983248262,False,False,True,False,False,True,False,False,False,True,,1784,Priya,Card,Helper3,30/09/2025,40,Tuesday
15/07/2025 08:08:14,15/07/2025 08:08:14,Ritu Mehta,+91 6647423122,False,False,False,False,False,False,False,False,False,True,,473,Ritu,Card,Helper2,15/07/2025,29,Tuesday
06/08/2025 07:08:14,06/08/2025 07:08:14,Ritu Mehta,+91 1728975267,False,False,True,False,False,False,False,False,False,True,,828,Priya,Wallet,Helper1,06/08/2025,32,Wednesday
16/08/2025 03:21:14,16/08/2025 03:21:14,Nisha Verma,+91 3312797573,True,False,False,False,False,False,True,False,False,False,,1109,Kavita,Cash,Helper1,16/08/2025,33,Saturday
01/10/2025 04:59:14,01/10/2025 04:59:14,Anjali Sharma,+91 3886086803,False,False,False,False,False,False,True,True,False,False,,1003,Kavita,Card,,01/10/2025,40,Wednesday
22/08/2025 07:05:14,22/08/2025 07:05:14,Anjali Sharma,+91 8277181298,False,False,False,False,False,False,True,False,False,False,,623,Anjali,Wallet,Helper1,22/08/2025,34,Friday
23/07/2025 04:44:14,23/07/2025 04:44:14,Nisha Verma,+91 3714521117,False,True,False,False,False,True,True,False,False,False,,1673,Ritu,Wallet,Helper1,23/07/2025,30,Wednesday
21/07/2025 02:43:14,21/07/2025 02:43:14,Sakshi Kumar,+91 2222064474,False,True,True,False,False,False,False,False,False,True,,1069,Priya,Wallet,,21/07/2025,30,Monday
13/10/2025 05:58:14,13/10/2025 05:58:14,Anjali Sharma,+91 9733977671,True,False,False,True,False,False,False,False,False,True,,2014,Sneha,Cash,Helper2,13/10/2025,42,Monday
14/07/2025 21:48:14,14/07/2025 21:48:14,Ritu Mehta,+91 0209945101,False,False,True,False,False,False,False,False,False,True,,1277,Ritu,Card,,14/07/2025,29,Monday
03/11/2025 03:06:14,03/11/2025 03:06:14,Anjali Sharma,+91 1455616814,False,True,True,False,False,False,False,False,False,False,,1018,Ritu,Wallet,Helper2,03/11/2025,45,Monday
03/12/2025 00:46:14,03/12/2025 00:46:14,Anjali Sharma,+91 1981794695,False,False,False,False,False,True,False,False,True,False,,1108,Kavita,Wallet,,03/12/2025,49,Wednesday
24/07/2025 06:21:14,24/07/2025 06:21:14,Nisha Verma,+91 4301071396,True,False,False,False,False,True,False,False,False,False,,1331,Sneha,Cash,Helper2,24/07/2025,30,Thursday
01/12/2025 01:23:14,01/12/2025 01:23:14,Priya Patel,+91 4488501556,True,False,True,False,False,False,False,False,False,True,,1482,Kavita,Wallet,Helper1,01/12/2025,49,Monday
19/11/2025 23:37:14,19/11/2025 23:37:14,Neha Singh,+91 7857608495,True,False,False,True,False,False,False,False,True,False,,1892,Priya,Card,Helper3,19/11/2025,47,Wednesday
15/06/2025 02:31:14,15/06/2025 02:31:14,Sakshi Kumar,+91 8299629145,True,False,False,False,True,False,True,False,False,False,,1439,Anjali,Wallet,Helper3,15/06/2025,24,Sunday
02/08/2025 05:26:14,02/08/2025 05:26:14,Neha Singh,+91 1503178078,False,False,False,True,False,False,False,False,False,False,,548,Kavita,UPI,Helper3,02/08/2025,31,Saturday
13/07/2025 22:59:14,13/07/2025 22:59:14,Aditi Joshi,+91 2307681040,False,True,False,False,False,True,False,False,False,True,,1230,Ritu,UPI,Helper1,13/07/2025,28,Sunday
02/11/2025 01:47:14,02/11/2025 01:47:14,Kavita Reddy,+91 5334485714,False,False,True,False,False,False,False,False,False,False,,480,Priya,Cash,Helper1,02/11/2025,44,Sunday
30/07/2025 05:29:14,30/07/2025 05:29:14,Aditi Joshi,+91 5424932149,False,False,False,False,False,False,False,True,True,False,,584,Priya,Wallet,Helper1,30/07/2025,31,Wednesday
05/07/2025 03:10:14,05/07/2025 03:10:14,Priya Patel,+91 6629979545,False,False,False,False,False,False,False,False,True,False,,280,Kavita,Card,Helper1,05/07/2025,27,Saturday
03/12/2025 04:13:14,03/12/2025 04:13:14,Simran Kaur,+91 4773329456,False,False,False,False,False,True,False,False,False,False,,532,Kavita,Wallet,Helper1,03/12/2025,49,Wednesday
24/06/2025 04:14:14,24/06/2025 04:14:14,Ritu Mehta,+91 7724599281,False,True,False,False,False,True,False,False,False,False,,1041,Anjali,Wallet,,24/06/2025,26,Tuesday
06/11/2025 03:22:14,06/11/2025 03:22:14,Divya Rao,+91 3827615396,False,False,False,False,False,True,False,False,False,True,,1198,Sneha,Cash,,06/11/2025,45,Thursday
07/07/2025 06:45:14,07/07/2025 06:45:14,Simran Kaur,+91 5817246191,False,False,False,False,False,True,True,False,False,True,,1260,Sneha,Card,Helper1,07/07/2025,28,Monday
